"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3","RLS","buds"
"TSC3","YBR058C-A","ORF","356324-356566","-","II",NA,NA,NA,NA,"0016021; 0005789; 0016020; 0035339; 0090154; 0006666; 0005783; 0008047; 0090154; 0005783; 0008047",311.1765907,311.5820049,312.5870045,313.3862133,316.5518954,315.0943262,310.7521032,298.3610313,288.189681,288.1065551,297.524611,322.6721841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ORC2","YBR060C","ORF","360652-362514","-","II",NA,NA,NA,NA,"0006267; 0005664; 0005664; 0005656; 0031261; 0006270; 0003688; 0003682; 0003682; 0051568; 0005634; 0030466; 0006270; 0006260; 0006260; 0005634; 0000808; 0006348; 0003688; 0006270; 0005656; 0005634",15.52099367,15.0456776,14.42715437,13.78164831,12.59471733,12.54149957,12.60872568,12.39786731,12.37097599,12.41301233,12.49560084,12.60377867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALG14","YBR070C","ORF","379221-379934","-","II","lipid-linked oligosaccharide biosynthesis",NA,NA,NA,"0043541; 0006488; 0004577; 0031965; 0043495; 0031227; 0006488; 0016021; 0006488; 0005783; 0043495; 0005789; 0006488; 0006488; 0016020; 0005634; 0004577; 0004577; 0030176; 0042175; 0004577; 0043541; 0006488; 0004577",18.07996428,18.55573177,19.48373389,20.75552493,23.25068687,24.91610687,26.30541966,27.27281516,25.24886055,24.62943068,24.63444728,26.45386401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PFF1","YBR074W","ORF","386286-389216","+","II",NA,NA,NA,NA,"0005773; 0016020; 0008233; 0006508; 0000329; 0000329; 0046872; 0016787; 0016021; 0005774; 0008237; 0008150; 0003674; 0000329",21.4665838,21.59405746,21.66186731,21.65194521,21.5354365,21.14253846,20.69780518,20.43832279,20.56543519,20.39786825,20.09014096,19.49122517,6.624063278,6.423007762,6.290761342,6.212773052,6.284362039,7.042099727,7.268794893,7.424480372,7.492703325,7.863236131,8.568167605,9.832402916,NA,NA
"YBR076C-A","YBR076C-A","ORF","391351-391617","-","II",NA,NA,NA,NA,NA,23.14264138,22.04748922,21.12372762,20.38810051,20.3846096,20.46213219,21.20029629,22.91785831,23.05291692,25.24832814,29.61676012,37.5947956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPG1","YBR079C","ORF","395383-398277","-","II",NA,NA,NA,NA,"0005737; 0001731; 0003743; 0005852; 0005737; 0006413; 0003743; 0005852; 0006413; 0010494; 0010494; 0002188; 0006446; 0033290; 0006412; 0043614; 0003729; 0005852; 0000131; 0016282; 0005737; 0005852; 0005852; 0003743; 0006413; 0005737; 0005737",154.127592,151.860269,148.2021804,144.1104956,135.0661296,133.9077142,136.2076105,146.4979107,153.7525774,147.1278945,127.3949963,86.41685796,549.1629036,549.6162052,554.3605245,564.721609,585.9410518,622.0258895,651.0666482,673.0427189,662.8902089,647.8496329,636.4837787,640.8304173,NA,NA
"SEC18","YBR080C","ORF","398614-400890","-","II",NA,NA,NA,NA,"0005795; 0042144; 0016887; 0016236; 0035494; 0048211; 0043001; 0048219; 0048219; 0000045; 0048280; 0005737; 0006810; 0042144; 0015031; 0043332; 0005829; 0005794; 0035494; 0005524; 0000166; 0005524; 0016192; 0005737",28.7746081,28.17315541,27.61229505,27.2813473,27.18773744,27.82229716,28.7104221,30.44289969,29.63195045,28.07990463,25.43059364,21.66737983,172.2459797,172.708211,173.0260418,173.2703265,173.0121347,171.7648181,170.1629591,178.3493857,216.4502533,225.6719997,210.7010482,155.0356,NA,NA
"YBR085C-A","YBR085C-A","ORF","418907-419164","-","II",NA,NA,NA,NA,"0005737; 0005634; 0008150; 0005737; 0005634; 0005634; 0005737; 0003674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2606742,18.36618367,19.85089478,21.99924702,25.19673921,27.48768058,27.64092094,29.87927033,41.41217518,53.0233387,58.08063811,49.79155821,NA,NA
"IST2","YBR086C","ORF","420201-423041","-","II",NA,NA,NA,NA,"0016021; 0005886; 0072659; 0033101; 0005886; 0016021; 0090158; 0005886; 0032541; 0008289; 0016020; 0060304; 0033101; 0071944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.0800058,165.9412196,168.3671919,173.3916909,184.4374922,190.0843749,194.0068788,194.0333477,183.8826199,181.3630309,180.3278719,181.2538353,NA,NA
"RFC5","YBR087W","ORF","423765-424829","+","II",NA,NA,NA,NA,"0003677; 0031391; 0005634; 0003677; 0006260; 0000166; 0005634; 0005634; 0007049; 0005524; 0007062; 0031389; 0006260; 0006272; 0007062; 0005663; 0005663; 0003689; 0003689; 0031390; 0031391; 0006281",30.77499684,30.0778967,29.22045008,28.24935616,26.83152078,25.84383167,25.63620178,27.81356481,28.0102866,27.27211365,25.75486084,23.10249537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL30","YBR088C","ORF","424990-425766","-","II",NA,NA,NA,NA,"0007064; 0030337; 0006272; 0006298; 0006298; 0006301; 0006273; 0006273; 0006289; 0070987; 0006281; 0007064; 1902394; 0005634; 0030466; 0006348; 0006260; 1903022; 0003677; 0006275; 0005634; 0005634; 0000710; 0000710; 0006974; 0006298; 0000278; 0006301; 0043626; 0003677; 0030337; 0030466; 0035753; 0034087; 0005657; 0035753; 0006298; 0030337",59.31627795,59.8785809,60.24714776,60.67625668,60.23455707,62.00266068,62.97430549,60.81857865,58.926013,58.50937285,59.49947331,63.76976381,242.1346558,238.9316643,235.5740075,230.4132174,223.2291652,227.0659081,226.9527195,223.1381769,197.3783197,182.394895,185.8338276,222.5755872,NA,NA
"YBR089W","YBR089W","ORF","425183-425782","+","II",NA,NA,NA,NA,NA,66.48014032,67.02758688,67.37039866,67.79838282,67.29229511,69.28208913,70.29853231,67.68766241,64.77480966,64.04097491,65.2759126,71.01027974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NHP6B","YBR089C-A","ORF","426190-426489","-","II",NA,NA,NA,NA,"0001195; 0006355; 0008301; 0006281; 0005634; 0005634; 0005694; 0005694; 0006974; 0043565; 0006351; 0031491; 0070898; 0006338; 0006355; 0003682; 0070898; 0003677; 0005634; 0006366",266.0654104,277.0335744,298.0581589,324.3093794,385.7352387,399.3297555,395.0717867,351.7709352,334.2310773,356.2086775,409.7964038,509.2744939,222.2849068,232.3677231,235.8763018,224.4567324,184.0290478,171.1541786,164.9388302,155.7898244,115.8544693,95.86168068,96.06283017,130.4021053,NA,NA
"TIM12","YBR091C","ORF","427155-427484","-","II",NA,NA,NA,NA,"0045039; 0005543; 0016021; 0042721; 0005739; 0005543; 0045039; 0005743; 0015031; 0005739; 0016020; 0006810; 0005743; 0005743; 0015266; 0015266; 0015266; 0015266; 0045039; 0045039; 0042721; 0046872; 0005739",39.15772983,38.65229243,38.06029836,37.30665316,36.34899036,35.48779363,34.96733989,34.43607467,35.47077779,36.7200466,38.67175069,41.16933622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EXO84","YBR102C","ORF","445062-447323","-","II",NA,NA,NA,NA,"0005628; 0006893; 0030133; 0043332; 0005933; 0006810; 0005935; 0031410; 0005935; 0000131; 0000245; 0006887; 0005934; 0015031; 0006887; 0000145; 0006887; 0000245; 0090522; 0000145; 0006887; 0006893; 0001927; 0051601; 0006887; 0003674",18.69131649,18.38063855,18.05975197,17.71388236,17.45913313,17.06812503,16.67887766,16.26924189,15.62423062,15.42503525,15.70318429,16.80404202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR103C-A","YBR103C-A","ORF","449320-449463","-","II",NA,NA,NA,NA,NA,4.421773655,4.371381436,4.299267436,4.161396477,4.150574523,3.60988177,3.122195224,2.911049195,3.427107097,3.914913992,4.692549929,5.72995047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CMD1","YBR109C","ORF","457919-458362","-","II",NA,NA,NA,NA,"0042144; 0005737; 0007114; 0005935; 0005934; 0005823; 0000131; 0007010; 0043332; 1903525; 0005935; 0048306; 0048306; 0042144; 0006661; 0006661; 0000742; 0000742; 0005509; 0016237; 0051300; 0006898; 0005515; 0005515; 0005823; 0005515; 0005515; 0006898; 0005515; 0005816; 0006897; 0005509; 0046872; 0005856; 0005933; 0006607; 0042991; 0005509",349.6263813,348.7107549,349.4297806,350.6990722,358.538307,357.3520067,352.1137675,335.8879045,325.3057736,323.2556997,327.841833,341.9733696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR109W-A","YBR109W-A","ORF","458608-458832","+","II",NA,NA,NA,NA,NA,8.360330707,8.095558051,7.738725917,7.442949487,6.823273366,7.009231255,7.788202335,10.56832129,11.10560976,10.16108249,7.693167009,3.205196898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALG1","YBR110W","ORF","458872-460221","+","II","lipid-linked oligosaccharide biosynthesis",NA,NA,NA,"0005783; 0006487; 0019187; 0006490; 0005783; 0006486; 0016021; 0016020; 0005789; 0016757; 0016740; 0016757; 0004578",44.72758442,44.87757977,45.23094779,45.75169363,47.14017173,47.51819771,47.34901084,46.62055624,43.90805146,42.72487134,42.68253622,45.29225161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR121C-A","YBR121C-A","ORF","482326-482484","-","II",NA,NA,NA,NA,NA,421.7362314,423.6210281,424.9056621,426.6577513,426.6003691,431.5902937,431.029578,413.8530982,409.8738921,403.6288944,393.8983416,378.9707656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TFC1","YBR123C","ORF","484742-486691","-","II",NA,NA,NA,NA,"0006355; 0001041; 0005634; 0006351; 0003677; 0000127; 0001002; 0001005; 0001002; 0000127; 0001003; 0000127; 0008301; 0000127; 0042791; 0001009; 0001009; 0005634",14.76357645,14.53103114,14.08328398,13.33169299,12.07635377,10.21813996,8.565342798,8.048098933,8.501090097,9.347983876,11.0559103,13.64979278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEO1","YBR126W-A","ORF","490850-491056","+","II",NA,NA,NA,NA,"0016021; 0005783; 0003674; 0016020; 0008150; 0016020",407.2488122,385.9575672,364.3137173,343.4585627,319.2345025,313.9587786,326.3386148,381.1783332,349.5168338,353.5222248,388.0806278,485.9155701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR126W-B","YBR126W-B","ORF","490927-491070","+","II",NA,NA,NA,NA,NA,601.439555,571.4584164,541.0090299,511.5929135,477.187479,469.6589368,487.656755,567.2342702,522.099838,528.3367178,578.6365478,720.086855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR131C-A","YBR131C-A","ORF","497650-497739","-","II",NA,NA,NA,NA,NA,10.55492841,10.11166868,9.493576737,8.768550849,7.733857336,6.754673213,6.502632454,8.2049709,11.47155019,13.46027434,14.93479415,14.8481663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CKS1","YBR135W","ORF","504854-505306","+","II",NA,NA,NA,NA,"0043130; 0042393; 0005737; 0005634; 0000307; 0051301; 0007049; 0007346; 0007346; 0060303; 0007049; 0016538; 0045944; 0045944; 0006357; 0030295",66.71922126,68.28627591,70.12602814,72.13747905,75.27845059,76.32455421,76.24202404,74.3553011,74.61436313,75.96769468,78.61867382,83.47562836,13.11006343,11.3328229,9.371125874,6.828190571,3.437612227,2.424371453,3.889839464,7.587125762,13.49530204,16.92487692,17.90726079,14.39354535,NA,NA
"MEC1","YBR136W","ORF","505668-512774","+","II",NA,0,0,1,"0016740; 0016569; 0004672; 0006139; 0005739; 0007131; 0006310; 0000722; 0000723; 0016572; 0016572; 0000724; 0051321; 0004674; 0006975; 0006974; 0005634; 0005634; 0005524; 0016301; 0004674; 0006260; 0004672; 2000105; 0000166; 0006281; 0005739; 0016301; 0016310; 0005634",2.417927306,2.478307466,2.569797511,2.694075801,2.903981213,3.072726346,3.220152103,3.34377983,3.375072304,3.369836054,3.285730836,3.110725284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IRA1","YBR140C","ORF","517350-526628","-","II",NA,NA,NA,NA,"0005739; 0016020; 0043547; 0005737; 0005737; 0007165; 0016021; 0005737; 0031235; 0030818; 0046580; 0043087; 0005739; 0005096; 0005096; 0045761",4.893082866,4.665177962,4.449493306,4.255818679,4.113371261,4.093861843,3.936460901,3.129801216,2.778870773,2.804139489,3.094218916,3.706971071,1.113025339,1.127317511,1.196602921,1.333537244,1.599498593,2.092866917,2.358585007,2.518124779,2.330694092,2.505198211,2.878651635,3.597371343,NA,NA
"BMT2","YBR141C","ORF","527025-528038","-","II",NA,NA,NA,NA,"0016433; 0016433; 0005730; 0005730; 0008150; 0016740; 0005634; 0005730; 0016433; 0008168; 0008757; 0032259; 0005730",25.78733352,25.76798032,25.61940386,25.38424116,24.82852929,24.4383541,24.38383093,25.57376908,25.88295608,26.21271273,26.91116629,28.44209922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR141W-A","YBR141W-A","ORF","527167-527262","+","II",NA,NA,NA,NA,NA,56.91453386,56.64934105,55.90113982,54.78436621,52.05018094,50.62272486,50.53479605,54.71216655,55.58431843,55.8347842,56.19334455,57.25652219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SUP45","YBR143C","ORF","530869-532182","-","II",NA,NA,NA,NA,"0003747; 0006415; 0006353; 0010494; 0005737; 0006415; 0016149; 0006415; 0006415; 0005737; 0005737; 0006412; 0044822; 0006449; 0043022; 0018444; 0016149; 0006415",326.1298155,326.1338151,324.7231654,322.8353204,316.7011897,317.5826357,315.6035954,301.3654269,302.2752162,300.6503556,297.8476669,292.2422923,461.7785675,473.7270577,484.3641889,495.9284885,505.7476829,491.4550559,476.0369351,452.2616386,426.3564089,409.8344658,410.1637142,439.5077933,NA,NA
"SPP381","YBR152W","ORF","546376-547251","+","II",NA,NA,NA,NA,"0005634; 0005634; 0000398; 0046540; 0000349; 0046540; 0000398; 0005829; 0006397; 0030529; 0003674; 0005681; 0005634; 0003723; 0008380",13.09250966,13.22525673,13.29349786,13.3176678,13.10048162,12.90575452,12.93510199,13.97815086,14.97858033,14.02455336,11.14479262,5.015080504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIB7","YBR153W","ORF","547460-548194","+","II","riboflavin, FMN and FAD biosynthesis",NA,NA,NA,"0019239; 0009451; 0009231; 0005575; 0009231; 0008703; 0050661; 0008703; 0055114; 0055114; 0016491; 0008703; 0009231; 0009231",36.67057231,35.56513074,34.06447544,32.42838427,29.43034465,28.6147401,28.83843343,31.31060944,33.15922025,33.37867302,32.24831315,28.69288799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPB5","YBR154C","ORF","548362-549009","-","II",NA,NA,NA,NA,"0005736; 0005736; 0005666; 0005634; 0005634; 0042254; 0003968; 0005665; 0005665; 0005665; 0005634; 0006366; 0006366; 0006360; 0006383; 0006366; 0003899; 0003677; 0001054; 0003677; 0003899; 0006351; 0001056; 0006360; 0001055; 0042797; 0005666",222.5131392,219.9711095,215.0896645,208.8915546,195.1774802,190.5716982,189.4746259,197.522753,199.6563237,188.6727239,166.3813848,127.2575781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CDC28","YBR160W","ORF","560078-560974","+","II",NA,NA,NA,NA,"0007067; 0051301; 0007049; 0000166; 0016301; 0004693; 1990758; 1990802; 1990801; 1990803; 1990804; 2001033; 0007130; 0000706; 0004674; 0000993; 0070816; 0045944; 0006370; 0045875; 0016740; 0016310; 0004674; 1902002; 0060303; 0004674; 0016192; 0004672; 0010898; 0010898; 0000307; 0010696; 0007070; 0006468; 0006468; 0004672; 0005524; 0004674; 1902002; 0034504; 0032210; 0004674; 1990139; 0090169; 0010494; 0004674; 0010696; 0004674; 0045931; 0045931; 0051446; 0051446; 0051446; 0051447; 0045893; 0045893; 0045892; 0045892; 0045892; 0010571; 0010571; 0010571; 0010571; 0010570; 0010569; 0010568; 0010568; 0045930; 0018105; 0042393; 0005935; 0005816; 0005783; 0004693; 0000307; 0005634; 0000235; 0004674; 0004693; 0018107; 0018107; 0005524; 0004674; 0005840; 0005737; 0010696",36.81943729,37.24976058,37.77337263,38.03169332,39.22142242,37.31533709,34.64165585,30.81485963,30.11437467,29.12092909,28.35313498,27.2814932,17.14636879,17.14689782,17.28318773,17.44052061,17.12580521,20.52556397,23.0583566,25.01398219,23.85729212,22.84615659,23.27348004,27.09714398,NA,NA
"EXO5","YBR163W","ORF","565723-567480","+","II",NA,NA,NA,NA,"0000002; 0000002; 0045145; 0003677; 0004518; 0005739; 0005739; 0051536; 0016787; 0046872; 0045145; 0004527; 0005739; 0005739; 0051539",24.80505716,24.69059438,24.46332627,24.1570497,23.66854129,23.17995817,22.87148472,23.09811249,24.18178469,24.17499101,23.45616177,21.37249553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POP7","YBR167C","ORF","571468-571890","-","II",NA,NA,NA,NA,"0000171; 0006364; 0008033; 0004526; 0000171; 0000294; 0005655; 0000172; 0004526; 0006364; 0034965; 0005697; 0005634; 0005634; 0004526; 0000172; 0008033; 0003723; 0008033; 0005634; 0000172; 0006364; 0008033; 0016787; 0004526; 0005655",34.86593261,35.4272992,36.306557,36.9639687,39.17143653,37.12178826,34.31269212,30.26930272,31.25026767,32.49075633,34.48761795,36.13329372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPS9B","YBR189W","ORF","604508-605508","+","II",NA,NA,NA,NA,"0030686; 0003735; 0005622; 0005737; 0005737; 0045903; 0045903; 0045903; 0045903; 0000462; 0003735; 0003723; 0030529; 0003723; 0006364; 0042254; 0032040; 0019843; 0005634; 0005840; 0019843; 0006412; 0022627; 0015935; 0019843; 0005730",2918.569619,2921.134423,2921.322982,2921.905279,2913.693041,2927.029872,2932.477928,2899.913353,2909.27404,2923.025989,2944.1831,2975.214861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR190W","YBR190W","ORF","605966-606277","+","II",NA,NA,NA,NA,NA,256.7123992,258.5302959,259.9513017,260.9715219,261.4628657,260.7303797,256.6768512,244.466914,240.8537739,234.4287396,225.4538698,212.2168895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPL21A","YBR191W","ORF","606270-607140","+","II",NA,0,1,0,"0022625; 0006412; 0005840; 0005622; 0005737; 0005737; 0030529; 0002181; 0003735; 0044822; 0003735; 0006412; 0005840; 0003735",2508.661433,2516.032753,2520.535152,2525.067177,2520.811552,2535.648977,2533.86371,2469.084828,2482.374509,2463.619753,2415.166002,2311.775217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR191W-A","YBR191W-A","ORF","607149-607223","+","II",NA,NA,NA,NA,NA,1294.086452,1302.309845,1309.874643,1317.6682,1323.254399,1332.443927,1336.193348,1319.533175,1342.8942,1353.504275,1355.965956,1340.094388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RIM2","YBR192W","ORF","607652-608785","+","II",NA,NA,NA,NA,"0005739; 0005743; 0016021; 0005743; 0055085; 0016020; 0016021; 0005739; 0006810; 0005739; 0006864; 0015218; 0070838; 0055085; 0000002; 0005739; 0005215",25.86746079,25.32902728,24.40527322,23.23656814,20.9584484,19.81459738,18.97647366,18.73994756,19.30132483,19.90660834,21.09848694,23.09236657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MED8","YBR193C","ORF","609082-609753","-","II",NA,NA,NA,NA,"0006357; 0016592; 0003677; 0001104; 0045944; 0005198; 0017025; 0001106; 0006351; 0000978; 0070847; 0016592; 0005634; 0005634; 0006355; 0000122",29.26208456,28.90432454,28.56226605,28.25065516,27.92661567,28.01464411,27.8328479,26.91310928,23.68218888,22.23074022,22.0331424,24.61776701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AIM4","YBR194W","ORF","610038-610409","+","II",NA,NA,NA,NA,"0005737; 0005737; 0008150; 0005737; 0003674",19.1741623,20.49174044,22.3953163,24.46101072,28.72598544,28.94454862,28.12533301,25.7149824,26.2585782,25.94565692,24.64196892,20.97523537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PGI1","YBR196C","ORF","612236-613900","-","II","gluconeogenesis; glycolysis",NA,NA,NA,"0005886; 0005739; 0005737; 0004347; 0006094; 0006096; 0005737; 0004347; 0006096; 0006094; 0006096; 0016853; 0005739; 0004347; 0006096; 0006098; 0006094; 0005737",953.6907002,941.0966861,925.7505094,909.1394429,882.3361374,872.3713212,873.2786262,902.7970477,895.2253788,883.7195183,867.2093816,847.3973924,5609.248657,5754.808189,5968.435253,6303.336255,6854.742311,7250.405075,7536.538979,7698.778744,7622.562331,7668.321262,7705.723672,7750.188324,NA,NA
"YBR196C-A","YBR196C-A","ORF","614024-614173","-","II",NA,NA,NA,NA,"0008150; 0003674; 0016020; 0016021; 0005575; 0016020",16.90437131,16.49551194,16.03255137,15.57133325,14.82478861,14.79540708,15.02483286,15.58532516,15.54685662,16.08662877,17.16642161,19.17195849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR196C-B","YBR196C-B","ORF","614526-614630","-","II",NA,NA,NA,NA,"0003674; 0005575; 0008150",26.33079057,25.85730401,25.14646486,24.3026399,22.8564294,22.09370704,21.36511624,20.40616906,21.09831071,21.17504974,20.96224752,19.93994412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAF5","YBR198C","ORF","616127-618523","-","II",NA,NA,NA,NA,"0000124; 0005634; 0001075; 0006355; 0046695; 0005669; 0006325; 0006366; 0003682; 0006366; 0016573; 0051123; 0006351; 0043130; 0005669; 0005634; 0032947",36.04096192,35.36483612,34.45180055,33.29305567,31.70869258,29.96714452,28.20658081,26.85323683,24.99468497,24.30954018,25.02821771,28.17088283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR200W-A","YBR200W-A","ORF","622983-623147","+","II",NA,NA,NA,NA,"0005575; 0008150; 0003674; 0005576; 0005576",1.767487945,2.252858648,2.802470193,3.349256997,4.056035085,4.339344596,4.348735143,3.719772477,3.293238417,3.159880638,3.197302586,3.538391642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR201C-A","YBR201C-A","ORF","624493-624696","-","II",NA,NA,NA,NA,"0005575; 0008150; 0003674",31.93030814,35.04162533,38.77886742,42.21223292,48.6708703,46.49591961,43.03753527,37.77585585,46.07428392,63.05970267,91.78093917,135.9920626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCM7","YBR202W","ORF","625772-628309","+","II",NA,NA,NA,NA,"0006270; 0003697; 0031261; 0005634; 0005737; 0031298; 0005634; 0005737; 1990163; 0004003; 0017116; 0005524; 0003682; 0003688; 0033260; 0006271; 0006270; 0006270; 0006271; 0006271; 0006268; 0003677; 0007049; 0003677; 0005524; 0005634; 0003688; 0005656; 0003682; 0033260; 0097373; 0042555; 0043142; 0004386; 0030466; 0006348; 0000727; 0006267; 0005656; 0003688; 0043140; 0006268; 0005524; 0005634; 0005634; 0016787; 0006260; 0003678; 0003678; 0042555; 0000166; 0005737; 0005737; 0006260; 0006270; 0006270",27.16034132,26.50118368,25.53100397,24.34228219,22.21901261,20.99721309,20.19726309,20.53326036,20.39859677,20.58616297,21.38410931,23.15588533,6.96581325,7.126868415,7.484421828,8.105362186,9.212087444,10.97734071,11.88577465,12.14522674,10.51266354,9.835344593,10.06433024,12.13218466,NA,NA
"DUR1,2","YBR208C","ORF","636703-642210","-","II","allantoin degradation; allantoin degradation",NA,NA,NA,"0005737; 0043419; 0004847; 0004039; 0046872; 0003824; 0016874; 0005524; 0004075; 0016787; 0043419; 0006525; 0005524; 0000166; 0003824; 0008152; 0005737; 0004039; 0004847; 0000256",28.84937664,29.03088431,29.31140056,29.65750579,30.25604648,30.5524891,30.7783633,30.97445076,31.00030185,31.23052904,31.53650166,31.97489168,293.2453012,292.7972245,295.507465,302.8764749,321.6119832,337.6876936,345.1647365,344.4589689,321.6198198,319.8427605,327.7467473,351.0492752,NA,NA
"AME1","YBR211C","ORF","646158-647132","-","II",NA,NA,NA,NA,"0051301; 0000775; 0007049; 0005694; 0034501; 0005634; 0005634; 0000776; 0008608; 0008608; 0000817; 0003674; 0051321; 0007067; 0000777; 0005737; 0005634; 0005816; 0000776",19.12904244,18.92020104,18.39244054,17.49777781,15.99774628,13.82226246,12.33405062,13.64752203,15.0557575,14.82504123,13.84486326,11.36407166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR223W-A","YBR223W-A","ORF","668721-668840","+","II",NA,NA,NA,NA,NA,22.42335914,22.791499,23.11077513,23.2545026,23.63378952,22.30344343,21.00359524,20.85867841,22.79327691,24.13650435,25.57005979,26.48361572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR230W-A","YBR230W-A","ORF","680362-680562","+","II",NA,NA,NA,NA,"0005575; 0008150; 0003674",49.55573894,48.00989609,46.0394962,43.58263863,39.87449557,36.43095577,35.18468783,40.54020999,42.94883412,44.72245519,46.80727037,48.91593452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DAD3","YBR233W-A","ORF","684977-685261","+","II",NA,NA,NA,NA,"0007059; 0008017; 0005634; 0005634; 0005856; 0008017; 0042729; 0072686; 0000775; 0007067; 0005874; 0000776; 0008608; 0005694; 0042729; 0042729; 0051010; 0005819; 0000777; 0008608; 0051987; 0051010; 0031116; 0007049; 0005737; 0051987; 0051301",53.54997571,55.33725497,57.45782794,59.59064227,63.11472655,63.41406151,62.6021336,59.53250807,61.7527,63.15740345,64.29670962,64.02098719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARC40","YBR234C","ORF","685438-686592","-","II",NA,NA,NA,NA,"0051015; 0003779; 0043130; 0005856; 0005885; 0015629; 0034314; 0005737; 0005885; 0007015; 0005885; 0045010; 0030833; 0030479; 0034314",115.9122571,113.1752333,110.9720946,109.0610971,109.5149149,107.5769389,106.3765993,108.4421989,102.0547622,96.13963205,89.17310067,81.50670271,30.96000747,28.20835489,25.80778567,23.43412376,21.90433688,24.75901689,26.00237277,27.23577613,25.79946865,25.10848552,22.21533901,15.63601075,NA,NA
