"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"EHT1","YBR177C","ORF","584807-586162","-","II",NA,NA,NA,NA,"0016746; 0016740; 0051792; 0034338; 0051793; 0051792; 0016787; 0017171; 0005739; 0005741; 0044255; 0017171; 0005739; 0005811; 0004026; 0005739; 0052689; 0005811; 0034319",172.9144571,174.0873702,176.6417157,179.5432677,187.7868993,187.3282782,185.5070413,185.0044026,171.5514938,158.2030103,142.893716,127.8928894,150.7573226,151.5490168,152.45561,153.3255735,152.4069452,160.743421,164.6315268,163.9933626,151.1898413,141.1925061,138.271314,151.0903528
"GLT1","YDL171C","ORF","149203-155640","-","IV","glutamate biosynthesis from glutamine",NA,NA,NA,"0006537; 0016491; 0005739; 0051536; 0008152; 0016491; 0050660; 0055114; 0008652; 0006537; 0016040; 0016040; 0006541; 0010181; 0015930; 0016639; 0045181; 0003824; 0005506; 0006537; 0006807; 0055114; 0005737; 0016040; 0016638; 0019676; 0046872; 0051538; 0006807; 0016040; 0097054; 0051536; 0005739",66.77747714,66.89804332,66.67703418,66.13967103,64.58733053,63.23855988,61.98666926,61.05018397,63.46782152,66.32464215,70.48228547,75.86350738,1547.608455,1558.82627,1585.63063,1635.742857,1731.352949,1843.96627,1890.734819,1899.140386,1828.965184,1832.439778,1852.035118,1901.87104
"SPP381","YBR152W","ORF","546376-547251","+","II",NA,NA,NA,NA,"0005634; 0005634; 0000398; 0046540; 0000349; 0046540; 0000398; 0005829; 0006397; 0030529; 0003674; 0005681; 0005634; 0003723; 0008380",13.09250966,13.22525673,13.29349786,13.3176678,13.10048162,12.90575452,12.93510199,13.97815086,14.97858033,14.02455336,11.14479262,5.015080504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FLR1","YBR008C","ORF","252563-254209","-","II",NA,NA,NA,NA,"0016021; 0015244; 0016021; 0071944; 0015893; 0005737; 0005634; 0016020; 0016020; 0005886; 0006855; 0006855; 0006855; 0006810; 0016021; 0015238; 0055085",22.52509111,22.71703152,22.90309779,22.95825891,23.13974079,22.32894379,21.4715619,20.76255188,21.84015523,22.47334198,23.00939681,22.81341582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VMA2","YBR127C","ORF","491269-492822","-","II",NA,0,0,1,"0055085; 0016021; 0000221; 0010494; 0015991; 0016820; 0000329; 0000329; 0007035; 1990816; 0005524; 0016787; 0006811; 0005737; 0000221; 0015992; 0033180; 0046034; 0007035; 0046961; 0006874; 1902906; 0006810; 0015992",437.640661,432.6595712,426.2043186,419.0621317,406.3896921,402.7527855,402.196418,407.4496946,403.5197891,405.6129658,413.7530046,433.000802,4455.759178,4376.982084,4263.4108,4086.741477,3782.511154,3613.965212,3437.034034,3269.060411,3075.366079,2863.395348,2715.161983,2691.96585
"SIF2","YBR103W","ORF","447709-449316","+","II",NA,0,0,1,"0005634; 0016575; 0032874; 0003674; 0034967; 0070210; 0003714; 0006357; 0016569; 0006355; 0031939; 0031939; 0005634; 0045835; 0005634",24.3825011,24.53280269,24.78093173,25.01594514,25.74444705,25.4137813,24.62997811,22.75941939,22.49866943,23.67770531,26.43103224,31.42072544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAT1","YCR077C","ORF","250238-252628","-","III",NA,NA,NA,NA,"0006397; 0022627; 0010494; 0045947; 0003682; 0005515; 0005737; 0000932; 0007049; 0005634; 0005634; 0061641; 0000776; 0005737; 0005634; 0033962; 0033962; 0045947; 0001731; 0003723; 0005737; 0005737; 0007059; 0003723; 0051301; 0006417; 0000932; 0000932; 1990726; 0000290; 0000290; 0003729; 0006446; 0006446; 0003729",65.88800913,65.09289249,64.24896792,63.40610283,62.62362487,61.71399407,61.16787513,61.93608563,62.47813656,61.90406577,60.1923264,56.31675003,51.92677302,52.28340327,52.42153332,52.28932155,51.39594329,49.92880626,47.94185718,44.86091961,39.43713278,33.88273817,28.97147859,25.7239508
"UTP20","YBL004W","ORF","227636-235117","+","II",NA,NA,NA,NA,"0000472; 0000480; 0032040; 0042254; 0005730; 0003729; 0000472; 0000447; 0005730; 0005737; 0005654; 0000480; 0005634; 0030686; 0005737; 0005730; 0005730; 0006364; 0005737; 0005737; 0030688; 0030686; 0030529; 0000447",20.60237549,20.89830991,21.01869733,21.05586711,20.50372128,20.63945466,20.66546769,19.80421876,22.04944065,23.38880992,24.30650537,23.95874073,15.95126117,16.0138041,16.25347792,16.73368133,17.67169992,19.01483308,20.07817637,20.60937463,19.24128014,19.05614291,19.37700184,20.68289076
"REB1","YBR049C","ORF","334386-336818","-","II",NA,NA,NA,NA,"0003677; 0005654; 0006369; 0043565; 0003677; 0006357; 0006351; 0005634; 0005634; 0043565; 0006363; 0006355",26.75775576,25.7802055,24.53707973,23.25830077,21.11779215,20.47651817,21.19891115,25.91672552,27.49333865,27.08444246,24.90065102,20.12710679,21.66887962,20.27192333,18.94964889,17.62126732,16.93498662,16.22156057,16.76500378,17.94017338,19.54677103,20.07105225,17.86982551,10.81094965
"HIS7","YBR248C","ORF","714807-716465","-","II","histidine biosynthesis",0,0,1,"0016829; 0016763; 0008152; 0000105; 0016833; 0003824; 0008652; 0000107; 0000107; 0004359; 0000105; 0006541; 0005737; 0005622; 0008152; 0003824; 0000105; 0016740; 0000105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.4816001,661.6951674,655.6637014,643.0695375,615.5946073,594.1471624,580.8430978,570.9689836,567.6563741,536.6256034,502.003309,468.024794
"YCL001W-A","YCL001W-A","ORF","113080-113541","+","III",NA,NA,NA,NA,"0070481; 0003674; 0008150; 0071025; 0070966; 0005575",2.158649212,2.104801709,2.073607355,2.048523101,2.109899524,2.066264606,1.99941859,1.833101229,1.621187814,2.074036513,3.194269746,5.392162227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TOD6","YBL054W","ORF","117589-119166","+","II",NA,NA,NA,NA,"0005634; 0005634; 0043565; 0003677; 0043565; 0070210; 0005634; 0006357; 0043565; 0005737; 0005737; 0005737; 0003677",57.91654187,58.01952259,57.34935372,56.10331195,52.31589911,50.18961411,50.33504926,57.26284839,64.55827212,66.69857043,65.51382831,58.13434294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MTW1","YAL034W-A","ORF","79718-80587","+","I",NA,NA,NA,NA,"0051301; 0000818; 0034501; 0000775; 0005634; 0007049; 0007067; 0007067; 0000777; 0000776; 0005856; 0007049; 0005737; 0000922; 0000775; 0003674; 0007059; 0000922; 0005694",10.34394443,10.39205314,10.48020477,10.62456452,10.92481534,11.20481476,11.37552087,11.04339971,11.44563077,12.71925493,14.97935158,18.74479237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALG1","YBR110W","ORF","458872-460221","+","II","lipid-linked oligosaccharide biosynthesis",NA,NA,NA,"0005783; 0006487; 0019187; 0006490; 0005783; 0006486; 0016021; 0016020; 0005789; 0016757; 0016740; 0016757; 0004578",44.72758442,44.87757977,45.23094779,45.75169363,47.14017173,47.51819771,47.34901084,46.62055624,43.90805146,42.72487134,42.68253622,45.29225161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GYP7","YDL234C","ORF","34237-36477","-","IV",NA,NA,NA,NA,"0005829; 0005737; 0032889; 0016192; 0005096; 0005096; 0005096; 0005096; 0005096",18.54810744,21.62407882,26.3338229,32.93475543,43.64860602,53.75737022,63.32695486,72.80573301,73.89591104,73.62851704,69.37886744,61.26208205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CNE1","YAL058W","ORF","37464-38972","+","I",NA,NA,NA,NA,"0030246; 0005783; 0016021; 0030176; 0030433; 0051082; 0051082; 0005789; 0005783; 0005509; 0006457; 0051082; 0016020; 0005515; 0051082; 0006457; 0005783",17.02802386,16.97283725,17.00304036,17.17141531,17.58622264,18.28484456,18.81298404,18.57611813,18.1588777,18.00471723,17.91324203,18.11692652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BOI1","YBL085W","ORF","63876-66818","+","II",NA,NA,NA,NA,"0007118; 0005543; 0005737; 0005935; 0005935; 0005933; 0000920; 0030427; 0043332; 0005886",19.51791421,19.52447558,19.50760197,19.68351995,19.51237887,20.62708955,22.57912654,27.25658192,28.30261601,27.79220765,25.51940303,21.1336905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RTN2","YDL204W","ORF","94605-95786","+","IV",NA,NA,NA,NA,"0032581; 0005783; 0003674; 0034976; 0005783; 0016021; 0071786; 0071786; 0071786; 0032541; 0012505; 0016020; 0005634; 0071786; 0071944; 0071782; 0005737; 0005789; 0048309; 0071788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.13231827,63.18859036,67.17645109,73.23278029,83.69432487,85.18211425,76.92992235,70.57024243,82.74913843,96.2548962,103.885973,97.10617293
"PTA1","YAL043C","ORF","58695-61052","-","I",NA,NA,NA,NA,"0005847; 0005634; 0005634; 0006397; 0005847; 0098789; 0005849; 0008033; 0003723; 0030846; 0030847; 0006378; 0006378; 0008033",19.99309534,19.45904177,18.77685843,18.07142785,16.90492905,16.63595323,16.76481721,18.00011592,17.59411304,17.0336993,16.31662473,15.69948668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HIR1","YBL008W","ORF","209653-212175","+","II",NA,0,0.5,0.5,"0000775; 0016569; 0000417; 0006336; 0003714; 0005634; 0000417; 0000417; 0006336; 0031491; 0003677; 0005634; 0005634; 0005634; 0006351; 0006355; 0000122; 0005694; 0006355; 0006351; 0000775; 0000775; 0006368",9.90031033,10.00347311,10.08277454,10.15396337,10.16921029,10.23510914,10.21885657,10.00114837,9.915449751,10.42797348,11.64696002,14.09879958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POP5","YAL033W","ORF","82706-83227","+","I",NA,NA,NA,NA,"0004526; 0008033; 0004526; 0006364; 0005655; 0000171; 0000294; 0000172; 0005634; 0005634; 0034965; 0000171; 0004540; 0008033; 0016787; 0000172; 0004526; 0016070; 0006364; 0004526; 0003723; 0005737; 0005737; 0008033",51.28625826,52.27298418,53.51337929,54.92868525,57.004932,58.40510736,58.56597434,55.15302975,54.32431469,54.52485469,55.34063405,57.01666939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FZO1","YBR179C","ORF","586547-589114","-","II",NA,NA,NA,NA,"0005525; 0000166; 0008053; 0005739; 0005739; 0005741; 0005743; 0005739; 0008053; 0031307; 0031307; 0031307; 0008053; 0042803; 0003924; 0031966; 0051646; 0016020; 0016021; 0005525; 0003924; 0016787; 0008053; 0005741; 0005741",12.0968363,12.17370044,12.53085687,13.0873072,14.7441158,15.2787649,15.12343377,13.54076422,10.85498705,9.20908468,8.085898371,8.368877399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YSA1","YBR111C","ORF","461178-461873","-","II",NA,NA,NA,NA,"0047631; 0005739; 0005634; 0047631; 0019693; 0005739; 0046872; 0005737; 0016787; 0005739; 0016787; 0019693",146.5021136,145.3238072,145.0066156,144.5522808,147.1443101,143.3096524,139.7011022,139.4438486,131.8771921,128.6286753,128.2146784,132.5025809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR064W","YBR064W","ORF","367763-368191","+","II",NA,NA,NA,NA,NA,24.36314664,25.19795313,26.09589654,26.86484232,28.14649595,27.34077343,26.04479918,24.80375905,24.65391805,24.69142958,25.24692395,26.52178442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LDB7","YBL006C","ORF","216587-217129","-","II",NA,NA,NA,NA,"0016586; 0043044; 0006368; 0016586; 0043044; 0016586; 0015616; 0015616; 0016586; 0016586; 0016586; 0015616; 0005634; 0005634; 0015616; 0006337; 0016569; 0006355; 0006351",85.87627835,86.57201166,88.30696312,90.65948631,96.1581699,97.99892278,99.85662716,103.4394653,101.2389587,100.9796289,101.3773185,103.649531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YDL187C","YDL187C","ORF","125509-125838","-","IV",NA,NA,NA,NA,NA,6.703955699,6.528393755,6.180399033,5.735899983,4.714440265,4.315644153,4.23238807,5.141923615,5.40170124,5.289102637,4.947277157,4.342100774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TSC3","YBR058C-A","ORF","356324-356566","-","II",NA,NA,NA,NA,"0016021; 0005789; 0016020; 0035339; 0090154; 0006666; 0005783; 0008047; 0090154; 0005783; 0008047",311.1765907,311.5820049,312.5870045,313.3862133,316.5518954,315.0943262,310.7521032,298.3610313,288.189681,288.1065551,297.524611,322.6721841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAH1","YCR060W","ORF","224399-224734","+","III",NA,NA,NA,NA,"0005634; 0051087; 0000492; 0005737; 0005737; 0051087; 0006457; 0006457; 0097255; 0097255; 0005737; 0005634; 0006457; 0051087; 0005634",74.23966442,76.42844131,79.14006621,81.71868346,86.55410809,85.59263432,83.09517171,77.47877184,81.88555539,84.35266325,85.81873524,83.19409103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YBR056W","YBR056W","ORF","347879-349384","+","II",NA,0,0,1,"0008150; 0003674; 0005737; 0005829; 0005975; 0016787; 0016798; 0008152; 0005758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.1339026,147.516475,146.9507495,147.3538863,149.5757764,160.7018013,159.1668368,160.4725569,171.8200757,174.9984417,170.6108692,154.0536535
"MRP21","YBL090W","ORF","48825-49358","+","II",NA,NA,NA,NA,"0005840; 0005739; 0005840; 0005739; 0003735; 0005763; 0005739; 0032543; 0006412; 0030529; 0070124; 0005739; 0003735",45.22478092,46.05113589,46.78580544,47.1070523,47.6834829,45.43274268,42.41740987,38.83489741,38.03736092,38.15592373,39.96098138,44.02281055,13.66711603,13.85879418,13.87603639,13.7289716,13.30224804,11.47434844,10.90310655,10.48049758,10.68597037,10.20685096,9.583325799,8.679500189
"YCR064C","YCR064C","ORF","228095-228505","-","III",NA,NA,NA,NA,NA,6.943150176,7.152849157,7.272680234,7.192442693,7.002777832,6.018237166,4.940603925,3.86650487,4.492700087,4.584175915,4.557005369,3.898525057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRX1","YCL035C","ORF","60841-61173","-","III",NA,NA,NA,NA,"0015036; 0055114; 0005737; 0034599; 0004602; 0004364; 0009055; 0015035; 0045454; 0005634; 0004602; 0004602; 0005737; 0005737; 0010731; 0005737",262.4730764,262.9553749,269.9067718,279.8051316,310.4020352,316.2649054,314.4887716,295.5948053,256.5014116,268.9953206,324.6087596,454.3910693,36.76603712,37.66814665,41.54741843,48.84065982,60.74724679,90.1083972,122.6226079,160.6734673,197.4272211,245.8053437,296.5398982,348.3583915
"YCL007C","YCL007C","ORF","106974-107366","-","III",NA,NA,NA,NA,NA,224.9413346,226.0027172,227.2478608,227.7485786,229.8035756,225.1808012,217.4805111,204.1823255,194.2334332,193.7224978,202.8102257,227.4383087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALK2","YBL009W","ORF","207194-209224","+","II",NA,NA,NA,NA,"0016301; 0004674; 0016740; 0000166; 0006974; 0007049; 0005524; 0016310; 0005737; 0005634; 0035556; 0004674; 0006468; 0004672; 0005575; 0007067; 0007067; 0004674; 0007126",17.26063317,17.18081648,17.12288444,17.21954083,17.23909394,18.25163734,19.28261322,19.72403847,20.17115074,20.50641212,20.58802379,20.38237745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CCR4","YAL021C","ORF","110846-113359","-","I",NA,NA,NA,NA,"0007089; 0005737; 0006357; 0005737; 0000289; 0000289; 0000288; 0000288; 0000288; 0030015; 0006351; 0048478; 0006260; 0000076; 0000289; 0046872; 0003723; 0016787; 0005634; 0005634; 0006368; 0006368; 0000932; 0000175; 0000175; 0000175; 0000175; 0004518; 0004527; 0004535; 0032968; 0006355; 0005737; 0016593",37.70306936,36.97289099,36.13210782,35.26683196,34.12469241,33.50371853,33.02001768,33.36972362,30.92960723,29.33632835,28.22930906,28.54428167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENP1","YBR247C","ORF","713004-714455","-","II",NA,NA,NA,NA,"0030686; 0006364; 0042254; 0005634; 0005730; 0000447; 0005737; 0005730; 0030688; 0005737; 0005737; 0005634; 0006364; 0030515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.04461353,41.11342199,40.95810138,40.50096193,39.34159672,38.03730442,36.60493981,36.15387241,39.25389963,39.95820311,39.94869881,38.6454153
"MATALPHA2","YCR039C","ORF","199546-200178","-","III",NA,NA,NA,NA,"0008301; 0008301; 0005634; 0001198; 0001227; 0005634; 0005634; 0006355; 0003677; 0006351; 0043565; 0043565; 0003677",2.001997722,1.956634356,1.92095623,1.936811358,1.96684986,2.261441818,2.440978878,2.106199208,1.914713324,2.323264777,3.278994281,5.184794504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHE1","YBL031W","ORF","161699-162715","+","II",NA,NA,NA,NA,"0005737; 0005935; 0015630; 0008017; 0015630; 2000575; 0007049; 2000575; 0005856; 0008017; 0007059; 0005856; 0005935; 0005880; 0005819; 0000235; 0051301; 0005819; 0007067; 0000022",17.97093952,17.91280521,17.84819084,17.82530936,17.69038307,17.99152767,18.3028111,18.56923159,18.04880142,17.96116346,18.162948,19.08368269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HHF1","YBR009C","ORF","255373-255684","-","II",NA,NA,NA,NA,"0000788; 0046982; 0006333; 0006334; 0003677; 0031298; 0003677; 0034729; 0000786; 0043935; 0005634; 0005634; 0005634; 0000786; 0005694; 0061587; 0005694; 0003677",2110.091392,2116.028077,2129.978827,2149.417262,2187.680483,2212.274292,2228.668074,2224.714955,2181.089867,2241.365432,2392.752525,2700.754404,1938.635482,1984.59677,2034.735118,2097.255844,2175.246611,2184.378715,2248.516305,2300.185443,2314.438037,2275.413874,2202.730506,2090.393184
"MCX1","YBR227C","ORF","673572-675134","-","II",NA,NA,NA,NA,"0005524; 0005524; 0042623; 0005739; 0005743; 0005743; 0005739; 0042026; 0016020; 0005739; 0000166; 1904287; 0005759; 0005524",34.45700255,34.73553672,34.91267863,34.81024813,34.58577473,33.17674598,31.46429842,29.32696493,29.28679203,30.22683082,32.63602039,36.91593236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TCM62","YBR044C","ORF","324341-326059","-","II",NA,0,0,1,"0005739; 0005524; 0016020; 0005743; 0005739; 0034553; 0016021; 0005743; 0005743; 0051082; 0051131; 0000166; 0005739",14.28200119,14.09612567,13.86894213,13.5789372,13.23045056,12.68537402,12.58379119,14.23977068,13.71147457,13.46269492,13.60654743,14.77507006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PCA1","YBR295W","ORF","792849-796499","+","II",NA,0,0,1,"0008551; 0015691; 0006812; 0019829; 0016020; 0055085; 0016787; 0016021; 0030001; 0005886; 0005886; 0016021; 0046686; 0000166; 0005524; 0006811; 0015691; 0005886; 0005507; 0043682; 0008551; 0008551; 0046872; 0046872; 0000166; 0006879; 0016021; 0006875; 0005887; 0043231; 0098655; 0006810",9.62247453,9.789356378,10.00414451,10.23154031,10.60629902,10.61885956,10.75977659,11.34713969,12.58742809,13.1839922,13.2652891,12.21286857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUD1","YBR119W","ORF","479338-480323","+","II",NA,NA,NA,NA,"0035614; 0000398; 0005634; 0030529; 0030619; 0006397; 0003676; 0000166; 0071004; 0003723; 0000398; 0017069; 0030619; 0008380; 0005685; 0005681; 0005634",38.04113049,37.61721305,37.06685318,35.97868208,34.88187889,31.32295641,27.86059014,25.57216036,24.91418052,23.12860838,20.56370293,15.67903835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPL4A","YBR031W","ORF","300166-301254","+","II",NA,0,1,0,"0005634; 0005634; 0002181; 0006412; 0005840; 0003735; 0030529; 0003723; 0005840; 0003735; 0005737; 0005737; 0003735; 0002181; 0044822; 0022625",1034.660027,1026.096496,1015.350492,1005.308586,983.5359322,989.4223027,1011.662206,1074.466105,1085.724291,1075.612235,1041.970862,978.0629431,206.2227313,209.1122265,213.6287021,220.8721332,233.0060191,243.5897215,255.4370893,258.5099754,232.385658,219.4362979,221.3800623,251.9369713
"SLA1","YBL007C","ORF","212632-216366","-","II",NA,0,0,1,"0005886; 0006897; 0003779; 0030479; 0005768; 0005886; 0006897; 0000147; 0005935; 0030674; 0005634; 0005634; 0006897; 0030041; 0043130; 0043130; 0042802; 0030674; 0008092; 0043332; 0005938; 0005634; 0005634; 0016020; 0030479; 0005737; 0005856; 0010008",37.76201605,36.07816934,34.29362831,32.76169315,30.69587918,31.13468857,33.51527986,41.24985087,41.50402253,38.72786955,32.35333538,21.29008103,188.7322674,192.3285142,196.4197854,201.8844734,209.9785687,209.8518483,206.8309842,199.8891639,187.8697691,184.0653097,187.3547038,201.8458544
"IST2","YBR086C","ORF","420201-423041","-","II",NA,NA,NA,NA,"0016021; 0005886; 0072659; 0033101; 0005886; 0016021; 0090158; 0005886; 0032541; 0008289; 0016020; 0060304; 0033101; 0071944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.0800058,165.9412196,168.3671919,173.3916909,184.4374922,190.0843749,194.0068788,194.0333477,183.8826199,181.3630309,180.3278719,181.2538353
"YBL071C-B","YBL071C-B","ORF","89458-89556","-","II",NA,NA,NA,NA,"0005575; 0008150; 0003674",20.8218672,22.25560363,23.75864245,25.03598674,26.86055639,25.79991503,24.02138196,21.69632996,23.62177466,25.70510928,28.71879025,32.31305112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CKS1","YBR135W","ORF","504854-505306","+","II",NA,NA,NA,NA,"0043130; 0042393; 0005737; 0005634; 0000307; 0051301; 0007049; 0007346; 0007346; 0060303; 0007049; 0016538; 0045944; 0045944; 0006357; 0030295",66.71922126,68.28627591,70.12602814,72.13747905,75.27845059,76.32455421,76.24202404,74.3553011,74.61436313,75.96769468,78.61867382,83.47562836,13.11006343,11.3328229,9.371125874,6.828190571,3.437612227,2.424371453,3.889839464,7.587125762,13.49530204,16.92487692,17.90726079,14.39354535
"MIC12","YBR262C","ORF","735720-736040","-","II",NA,NA,NA,NA,"0061617; 0044284; 0003674; 0005739; 0042407; 0005739; 0005739; 0005739; 0016021; 0042407; 0042407; 0042407; 0044284; 0061617; 0016020; 0005739; 0005743; 0005743; 0061617; 0061617",125.6534134,129.1152465,133.2699375,137.0889065,143.9457245,142.1938136,136.7740588,123.1690452,123.9200623,128.9175044,139.1423837,154.9846945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EFB1","YAL003W","ORF","142174-143160","+","I",NA,NA,NA,NA,"0005853; 0005853; 0005085; 0006449; 0006414; 0032232; 0006414; 0003746; 0003746; 0006414; 0006414; 0006412; 1990145",1945.902715,1909.950037,1862.018716,1814.546926,1723.585074,1741.285026,1774.047627,1804.050406,1765.323181,1718.897723,1662.415088,1618.109239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YAL056C-A","YAL056C-A","ORF","38696-39046","-","I",NA,NA,NA,NA,NA,13.94402444,13.74994154,13.61724454,13.64753952,13.82184314,14.7529795,15.59141813,15.51241805,14.97671022,15.77119186,17.78864423,22.13546981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AHC2","YCR082W","ORF","258883-259269","+","III",NA,NA,NA,NA,"0005737; 0003674; 0005634; 0005737; 0005634; 0005634; 0016573; 0005671; 0005671; 0005737",113.7193576,120.3778861,130.5963588,142.7251472,166.8231009,174.5816394,176.3118515,165.8965237,161.7036235,164.5528553,171.8640451,186.0347926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SHR3","YDL212W","ORF","78426-79058","+","IV",NA,NA,NA,NA,"0006810; 0006888; 0006457; 0030176; 0051082; 0051082; 0030176; 0030176; 0006888; 0016021; 0016020; 0051082; 0005783; 0005783; 0005789; 0015031; 0016021; 0043332",312.7722583,317.9381558,323.4786615,327.5675121,335.7477572,327.7372184,312.1680592,278.7020345,281.6774552,287.2829479,299.1237922,313.8018541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTC3","YBL056W","ORF","113762-115168","+","II",NA,NA,NA,NA,"0005634; 0005634; 0005634; 0004722; 0016787; 0046872; 0000079; 0004721; 0004722; 0006470; 0043169; 0000173; 0005737; 0005737; 0005737; 0003824; 0006470; 0004721; 0000079; 0000173",100.010762,98.84864095,98.09501022,97.01312012,98.28784841,93.55321947,87.77646752,82.67847987,72.5058907,65.99507514,62.0525382,62.98458026,5.124043737,5.097732281,5.266592777,5.660141578,6.523964924,8.387823122,9.215780003,10.44240253,12.48766866,13.92696218,16.07451357,19.53570323
"MET8","YBR213W","ORF","650368-651192","+","II","siroheme biosynthesis; siroheme biosynthesis",NA,NA,NA,"0004325; 0051266; 0004325; 0000103; 0019354; 0005575; 0055114; 0019354; 0019354; 0043115; 0043115; 0016829; 0016491; 0006779; 0003824; 0006779; 0055114; 0043115; 0008152; 0009086; 0008652; 0043115",14.49597465,13.03221085,11.37579163,9.885730653,7.609847045,8.191018136,10.1822992,14.07287407,18.62124839,19.28082205,16.27660471,6.614429148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RPL19B","YBL027W","ORF","168423-169376","+","II",NA,0,1,0,"0006412; 0030529; 0005737; 0005840; 0030687; 0005840; 0005622; 0003735; 0006412; 0044822; 0022625; 0002181; 0003735; 0003735; 0022625; 0005737",2671.203981,2674.839054,2674.381184,2675.730988,2659.045395,2689.389626,2713.038548,2695.12602,2701.592522,2703.655982,2701.742666,2700.188221,4002.367675,4084.917255,4171.776942,4288.148201,4464.747438,4364.565869,4288.057474,4154.755209,4039.501889,4000.879474,3966.006043,3912.399065
"YBR255C-A","YBR255C-A","ORF","726618-727074","-","II",NA,NA,NA,NA,"0003674; 0016020; 0016020; 0008150; 0016021; 0005575",59.29188161,60.59623624,64.06752999,68.59959619,80.59980884,82.96842889,81.79617151,71.67843696,66.9849907,69.52024873,77.16253304,91.56401566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UBS1","YBR165W","ORF","568852-569685","+","II",NA,NA,NA,NA,"0005634; 0006611; 0016567; 0003674",25.95421248,27.23458976,28.88252586,30.7937549,34.07306476,35.71171479,36.3062565,34.43364711,34.05261083,33.33966651,32.17184434,30.50956322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RBS1","YDL189W","ORF","122216-123589","+","IV",NA,NA,NA,NA,"0003723; 0005737; 0005737; 1990115; 0003676; 0006012; 0005737; 0005634; 0003674",55.41801666,54.85152852,53.90838653,52.73847759,50.28600139,49.51290209,48.56952184,46.67614938,44.51705397,45.7337077,50.47111371,61.28500405,5.597297489,5.5642713,5.625781843,5.801518124,6.115506329,7.196691804,8.417973172,9.358211011,8.894516236,8.191675038,7.616690606,7.683213488
