"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","RLS","RLSMean","DivergenceSlopes","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"EHT1","YBR177C","ORF","584807-586162","-","II",NA,NA,NA,NA,"0016746; 0016740; 0051792; 0034338; 0051793; 0051792; 0016787; 0017171; 0005739; 0005741; 0044255; 0017171; 0005739; 0005811; 0004026; 0005739; 0052689; 0005811; 0034319","23,12,22,14,32,20,12,34,11,14,10,40,15,18,15,29,9,30,35,5,23,12,22,14,32,20,12,34,11,14,10,40,15,18,15,29,9,30,35,5,13,8,33,16,24",19.8666666666667,0.0014532588711183,172.9144571,174.0873702,176.6417157,179.5432677,187.7868993,187.3282782,185.5070413,185.0044026,171.5514938,158.2030103,142.893716,127.8928894,150.7573226,151.5490168,152.45561,153.3255735,152.4069452,160.743421,164.6315268,163.9933626,151.1898413,141.1925061,138.271314,151.0903528
"VTC3","YPL019C","ORF","514511-517018","-","XVI",NA,NA,NA,NA,"0016237; 0033254; 0000329; 0007034; 0007034; 0005783; 0006797; 0006797; 0005773; 0016020; 0005774; 0016237; 0005737; 0016021; 0016021; 0000329; 0000329; 0042144; 0003674","13,18,25,19,24",19.8,-0.00625818361296477,100.069426,99.14116793,97.99620374,97.26663384,95.71449407,98.31461594,100.8988378,101.6407827,101.7857661,98.27562088,90.5682381,76.94975278,61.43984548,61.73607679,62.12633707,62.66430723,63.21395455,64.65529784,65.61848571,65.93612274,64.63869933,63.41959347,62.86344711,63.93897199
"DUN1","YDL101C","ORF","280307-281848","-","IV",NA,0,0,1,"0005634; 0004672; 0006468; 0000077; 0000166; 0048478; 0016310; 0006468; 0016301; 0004674; 0004672; 0005524; 0006468; 0004674; 0018107; 0018105; 0006468; 0016740; 0005524; 0005634; 0005634; 0006974; 0018105; 0004674; 0018105; 0004672","23,18,20,25,17,13,9,16,15,15,43,14,5,36,5,25,33,17,14,32",19.75,0.00947517906376371,9.417298346,9.597804813,9.932593312,10.38923678,11.33043775,11.91693411,12.25906967,11.81938038,11.735483,11.46916969,10.84000492,9.606314903,1.603369936,1.635499175,1.674568519,1.730599834,1.819878045,1.841583445,1.76852842,1.601940792,1.266558375,1.361865084,1.814822414,2.817355697
"MGR1","YCL044C","ORF","47111-48364","-","III",NA,NA,NA,NA,"0005739; 0016021; 0005743; 0005743; 0005739; 0031942; 0006515; 0051787; 0016020; 0005739; 0005739; 0031942; 0005739","15,18,15,24,26",19.6,0.00590403109372011,16.26602397,16.32085419,16.59986338,17.1393013,18.31615124,19.57514057,20.97402115,22.39140325,23.00580444,23.6001775,24.02392551,24.38292256,6.763020866,7.092113515,7.443951821,7.905219603,8.577909024,8.705456969,8.223117329,7.529103067,7.676230268,7.795359634,7.67884273,7.147230061
"LYS1","YIR034C","ORF","419615-420736","-","IX","lysine biosynthesis",0,0,1,"0005737; 0009085; 0009085; 0004754; 0019878; 0008652; 0019878; 0019878; 0003729; 0009085; 0004754; 0016491; 0005737; 0004754; 0055114; 0005737","30,27,17,12,12",19.6,0.00364022881137794,383.8335133,384.1027955,384.9878313,386.2501612,388.955955,390.2035531,391.4362462,393.6511182,391.3019039,390.5166056,389.9451422,390.2961728,1139.936516,1152.409276,1169.525762,1193.351675,1223.737539,1274.797385,1306.367015,1318.284966,1273.292267,1279.243717,1327.218427,1450.376903
"ELO1","YJL196C","ORF","67850-68782","-","X",NA,NA,NA,NA,"0006633; 0005783; 0019368; 0009922; 0016740; 0102336; 0102338; 0016021; 0016021; 0016021; 0016020; 0006631; 0005789; 0006629; 0005783; 0102337; 0016020","26,25,9,28,10",19.6,0.00509810012397001,84.95249986,80.5553205,76.00196585,71.19838334,66.73059296,62.75927327,60.0536864,57.2742168,56.87582448,66.9504886,88.93058161,128.7285906,8.152164607,8.357085823,8.655807844,9.146044318,10.06192944,10.26018494,10.26519606,10.14850381,10.26882384,10.73020731,10.78330628,9.960140824
"CTP1","YBR291C","ORF","783673-784572","-","II",NA,NA,NA,NA,"0006843; 0005743; 0016021; 0005371; 0006843; 0016020; 0005739; 0005739; 0005743; 0005743; 0006810; 0016021; 0055085; 0055085","13,14,21,20,15,30,28,18,25,14,32,5,13,26,20,16,19,30,19,17,13,14,21,20,15,30,28,18,25,14,32,5,13,26,20,16,19,30,19,17,18,4,27,18,19",19.4666666666667,-0.00429775902236758,210.7125086,211.176511,211.1277457,210.5090762,208.0214461,205.8247352,204.4038665,206.3196442,207.6967765,208.8077879,210.3752497,212.4115433,46.17990438,46.64285556,47.6588492,49.25957992,51.23059944,57.97513311,63.81079131,67.78335045,63.46163464,58.71588585,53.99057115,51.39500062
"CBR1","YIL043C","ORF","274072-274926","-","IX",NA,NA,NA,NA,"0004128; 0005789; 0005739; 0005741; 0005741; 0005739; 0005634; 0005741; 0016491; 0008150; 0055114; 0016491; 0016021; 0005739; 0016020; 0055114; 0004128; 0005783; 0005739","20,21,16,14,26",19.4,0.00913168021646421,213.4433366,215.0800295,217.2929813,219.6145492,224.0290355,223.8673697,223.2994493,223.2186651,227.7662251,231.5397512,235.0887106,236.6711031,126.7258791,129.9536174,134.2044667,139.9569702,147.6304029,158.7922478,158.1307385,153.1240245,140.6653763,134.4121514,133.2090295,142.2529276
"VAC8","YEL013W","ORF","128825-130561","+","V",NA,0,0,1,"0071561; 0071561; 0000011; 0071255; 0005829; 0034727; 0005773; 0000329; 0005737; 0000329; 0000011; 0042144; 0071563; 0005774; 0016020; 0071563; 0071563; 0000329; 0000329; 0000329; 0042144; 0016236; 0034727; 0043495; 0043495; 0043495; 0043495; 0071562","16,13,26,17,11,23,14,5,17,21,14,24,28,16,34,28,16,27,24,10,12,23,16,19,27,33,18,25,25,27,37,19,20,15,21,21,11,43,18,12,14,19,16,15,17,14,21,16,19,18,22,16,13,26,15,20,21,24,7,23,18,8,19,25,9",19.4,-0.00193552590942655,42.92731884,41.61822767,40.36616078,39.16321899,38.38457578,37.34478882,36.83981345,38.52326532,35.19026333,32.31050096,29.29776053,26.91552916,96.2777472,101.9107431,108.5211061,117.035593,127.0442102,136.4583936,144.2430543,147.962575,141.1476287,135.7898512,131.3462926,130.9702777
"RGD2","YFL047W","ORF","40421-42565","+","VI",NA,NA,NA,NA,"0005737; 0007165; 0035556; 0007264; 0005096; 0007264; 0005737; 0005935; 0005934; 0005935; 0005096","21,10,30,16,20",19.4,-0.00122999090914731,17.36142018,17.23129958,17.01502721,16.75881923,16.2983272,16.02229905,16.08224832,17.11879279,18.21739946,18.39133842,17.91057372,16.26034419,3.943205281,4.118739389,4.375958365,4.770082386,5.408070443,5.835810075,5.832289166,5.627292989,5.236174656,5.542910477,5.712196674,5.484006097
"RHO5","YNL180C","ORF","299654-300649","-","XIV",NA,0,0,1,"0016020; 0000166; 0005525; 0007264; 0005525; 0005886; 0005634; 0000329; 0005886; 0012505; 0007266; 0005737; 0003924; 0005886","16,14,26,25,16",19.4,0.000812208261258735,103.8621148,102.5945483,100.7773386,96.74474197,95.0371592,78.22608922,59.83072764,42.8169826,41.86882268,44.01874944,53.65546347,70.21897558,51.00890827,50.90583733,50.84685214,50.82700376,50.94057718,50.95822897,52.67944317,54.78889375,56.93106725,57.16667931,54.7865876,48.13506328
"ARO7","YPR060C","ORF","674861-675631","-","XVI","phenylalanine biosynthesis; tyrosine biosynthesis",0,0,1,"0016853; 0008152; 0009094; 0006571; 0006571; 0004106; 0003824; 0005737; 0005634; 0004106; 0004106; 0009073; 0046417; 0009073; 0008652; 0009094","15,30,15,13,24",19.4,0.00993885241519258,74.27240295,74.17957246,73.46049632,72.37106013,69.3248062,68.03892687,68.75274329,74.5374933,83.69393712,83.7874885,76.46515841,55.62144027,80.83544501,81.46777435,82.73710974,85.03064044,89.79279116,94.31761735,93.15352586,88.82528721,80.68810243,75.79673989,77.73853968,92.03754134
"BEM4","YPL161C","ORF","244319-246220","-","XVI",NA,NA,NA,NA,"0005634; 0007266; 0005737; 0030010; 0043547; 0005829; 0030036; 0019236; 0003674; 0005096","17,19,28,16,15,29,14,10,36,26,14,16,16,18,14,23,13,23,14,17,15,28,11,5,19,31,8,15,25,18,10,23,10,17,24,24,38,23,22,25,19,16,17,30",19.3409090909091,-0.00450660642963927,12.89492262,12.6979608,12.46376628,12.2271759,11.95544101,11.75339295,11.52376279,11.56242493,10.35247105,9.413164156,8.612877986,8.415026127,2.599318057,2.601840847,2.639797432,2.729248755,2.947774409,3.116365129,3.14910041,3.185833805,3.273175643,3.607283355,4.06441892,4.64715398
"UBP6","YFR010W","ORF","165067-166566","+","VI",NA,0,0,1,"0005838; 0005634; 0016579; 0016579; 0004843; 0016579; 0000502; 0004843; 0008233; 0036459; 0036459; 1901799; 0004843; 0004843; 0008234; 0016787; 0006508; 0043161; 0004197; 0006511","32,23,22,19,20,22,13,19,16,22,16,21,18,35,26,27,27,21,22,22,19,16,15,11,18,12,9,23,21,14,20,22,17,24,16,10,20,10,24,16,30,14,25,21,6,19,10,19,17,19,24,17,20,25,25,17,25,21,19,4,22,12,18,21,14,28,11,27,33,21,19,29,14,11,11,15,22,15,17,3,24,17,20,21,25,12,21,17,24,11,13,22,18,21,18,14,3,15,22,14,26,17,19,20,18,26,10,28,12,22,22,21,22,32,24,18,8,27,17,12,29,14,14,8,17,13,28,17,14,6,22,23,33,26,27,26,22,5,28,34,27,47,12",19.3356643356643,0.00110472692958439,43.02257098,38.70042724,34.48189166,30.87570582,27.72657787,28.31371936,30.4558203,34.37349497,31.11380862,29.10669775,27.0382767,25.86214719,189.9123687,188.3108189,186.3148896,183.3091457,177.8463639,179.3330531,180.2214173,180.202218,173.750351,168.4907513,169.0200479,181.1541032
"HOC1","YJR075W","ORF","573981-575171","+","X",NA,NA,NA,NA,"0000009; 0016757; 0006080; 0000032; 0000136; 0006491; 0016740; 0000136; 0005794; 0005794; 0000136; 0016021; 0016020; 0016757","23,18,17,22,16",19.2,0.00912436801411809,102.9019123,103.1412276,103.5921186,104.4629709,105.7272174,108.3898313,110.4101784,109.3970882,109.4018879,110.1549558,111.1800993,112.953726,44.71037914,44.8555651,45.798296,47.6346274,50.96763445,60.03503979,62.82544359,62.69292543,55.12878962,50.35529526,48.50648238,53.45491936
"APL3","YBL037W","ORF","147209-150286","+","II",NA,NA,NA,NA,"0005935; 0016192; 0005935; 0006886; 0016020; 0006810; 0006897; 0015031; 0003674; 0008565; 0015031; 0016020; 0030131; 0005905; 0005905; 0005886; 0005886; 0030117; 0006886; 0030122","22,27,14,18,14,22,27,14,18,14",19,-0.0108076142487841,8.045361053,7.429586341,6.733042322,6.040034636,5.094477699,4.854631603,4.94994275,5.671306802,5.595156365,5.381228368,4.981372439,4.334531762,4.35109912,4.78547654,5.323560294,6.100478368,7.356678947,7.730182519,7.412342603,6.602069216,5.661497604,5.187438815,4.613948013,3.834545141
"MKC7","YDR144C","ORF","744311-746101","-","IV",NA,NA,NA,NA,"0005886; 0006508; 0031225; 0016020; 0006508; 0004190; 0009277; 0001402; 0004190; 0006508; 0000324; 0008233; 0016787; 0031505; 0030163; 0031362; 0005576; 0004190; 0005886","14,30,18,16,17",19,0.00927370009708903,24.3167515,24.28432447,24.18970353,24.08746074,23.73163007,23.73312595,24.08808415,25.60231335,26.1566156,26.30566951,26.14055865,25.61588202,10.41030032,10.41684378,10.42050504,10.40201347,10.27931159,10.4826104,10.57762524,10.61662467,10.36300358,10.46314833,10.69610897,11.15075362
"HIS5","YIL116W","ORF","142928-144085","+","IX","histidine biosynthesis",NA,NA,NA,"0008652; 0009058; 0008152; 0004400; 0003824; 0000105; 0004400; 0030170; 0000105; 0080130; 0004400; 0000105; 0005737; 0008483; 0016740; 0000105; 0016740","25,13,11,24,22",19,-0.00332026874731638,383.5936599,381.6287817,379.4887571,376.88731,374.3686111,369.9066998,366.2008076,365.39096,364.2997341,364.660624,367.0496043,371.8582376,629.2334397,632.4701824,637.743562,646.3033929,659.9200471,679.5701652,684.2806412,690.1261061,709.1791792,708.0791035,692.8466533,658.1522602
"YLR225C","YLR225C","ORF","587695-588918","-","XII",NA,NA,NA,NA,"0006979; 0003674; 0008150; 0005737; 0005737; 0005737","20,24,18,13,20",19,-0.00245455732001531,52.24326565,49.80409355,46.4466732,42.41884779,36.5961548,31.84456447,29.48011043,32.78008487,41.40844911,40.39920495,32.24689248,10.29461219,19.91429034,20.50074784,21.21004232,22.27055983,24.02283077,23.85162822,23.44718709,22.63191245,22.04147416,23.2849379,25.11142281,27.38597257
"UME1","YPL139C","ORF","289669-291051","-","XVI",NA,NA,NA,NA,"0016569; 0031939; 0005737; 0033698; 0005634; 0003714; 0040020; 0045944; 0005634; 0005737; 0051321; 0033698; 0006351; 0032221; 0045944; 0006355; 0005634; 0005634; 0033698; 0070210; 0032221; 0033698; 0016479; 0005737","5,22,23,25,20",19,-0.00174489651932458,29.85558896,29.34713201,28.70711931,28.01636416,27.16421929,26.40403394,26.10933165,27.71893925,27.44725298,25.7894817,22.85033402,18.18764437,21.50936201,21.76313283,22.13108349,22.65905239,23.39805001,24.38763629,24.29443514,24.20920666,24.88252363,23.80645168,20.78927029,14.72435692
"ATP11","YNL315C","ORF","43324-44280","-","XIV",NA,NA,NA,NA,"0005739; 0005739; 0005739; 0007005; 0005739; 0051082; 0005739; 0005739; 0006461; 0051082; 0033615; 0033615","9,13,3,8,16,40,49,15,40,29,23,39,32,26,29,43,38,37,43,28,41,27,27,34,25,18,31,39,22,42,8,9,13,10,13,7,13,6,9,6,8,5,4,8,4,6,4,9,3,3,9,8,7,11,7,14,7,14",18.8103448275862,0.00915235471582581,61.95097483,61.76001527,61.34714919,60.80103108,59.75883943,59.44025591,58.31302951,53.90867952,53.59010109,53.77237313,54.80648684,56.76611,18.48899096,18.49236394,18.17401021,17.43696605,15.78555982,13.22430178,12.79994419,13.27926023,15.70607776,14.72712639,12.01004565,6.593662954
"KAP114","YGL241W","ORF","45445-48459","+","VII",NA,NA,NA,NA,"0016021; 0005829; 0005635; 0006886; 0005634; 0005737; 0006606; 0006606; 0005737; 0005737; 0015031; 0005643; 0005643; 0006810; 0008536; 0005634; 0005737; 0042991; 0042991; 0008565; 0008565; 0051028; 0005634","20,18,11,27,18",18.8,-0.000802278041817513,11.84763065,11.58510446,11.29774137,11.00788294,10.64758439,10.47848201,10.42889525,10.69112967,10.38482197,10.26553936,10.28352119,10.59986003,2.38609779,2.387535543,2.393181099,2.405387414,2.43931962,2.44751994,2.399062206,2.282554491,2.052497381,1.947339779,1.821824339,1.653015339
"YJR142W","YJR142W","ORF","697141-698169","+","X",NA,NA,NA,NA,"0006772; 0005829; 0044715; 0008150; 0005575; 0016787","28,15,28,4,19",18.8,-0.00116909032955167,36.17763206,35.67285295,35.15992966,34.48794909,34.13604133,32.42437091,31.29248144,32.85899371,32.05047855,30.65717153,28.85668009,26.55701628,3.82419998,3.987314167,4.1858211,4.459200919,4.851059135,5.051550644,5.110853999,5.107355249,5.109833568,4.990656626,4.851456417,4.721981828
"APL2","YKL135C","ORF","186460-188640","-","XI",NA,0,0,1,"0005829; 0015031; 0005905; 0016020; 0016192; 0016192; 0030276; 0030121; 0030121; 0030276; 0006886; 0008565; 0015031; 0016192; 0030117; 0006896; 0006810; 0005886; 0005886; 0005905","16,26,17,16,19",18.8,-0.00541882982087968,33.50009362,32.86538949,32.1376011,31.34647932,30.33407524,29.63908372,29.04143456,28.61405227,27.641281,27.21256298,27.2398261,28.01772024,31.67160544,31.91981192,32.33536601,32.97171452,33.84585967,35.60500175,37.2356561,38.30921257,37.27472647,36.08848997,34.66409795,33.38114202
"YNL010W","YNL010W","ORF","613635-614360","+","XIV",NA,NA,NA,NA,"0005737; 0008152; 0005634; 0005634; 0003674; 0008150; 0016787; 0005737; 0005737; 0005634; 0016791","3,26,11,32,22",18.8,-0.00340227823522642,260.2116352,263.0245713,266.0938149,268.5922673,272.7255278,269.6471079,265.2661541,260.4696041,263.5333937,265.4378526,267.724405,268.6265836,286.4499201,272.1700911,254.6941138,232.8147794,210.7105486,165.5049721,145.8340672,148.2780434,211.4159462,216.3643938,176.2998611,56.31957197
"COQ9","YLR201C","ORF","549511-550293","-","XII",NA,NA,NA,NA,"0003674; 0006744; 0006744; 1901006; 0005743; 0005743; 0006744; 0005739; 0005739; 0005739; 0005743; 0005739; 0008289; 0006744; 0008289; 0016020; 0005739; 0005743","23,19,18,30,22,12,26,6,27,11,14,9,13,1,23,15,16,30,2,21,17,17,20,34,19,13,17,18,45,11,10,31,32,12,40,44,8,22,30,11,12,13,11,3,15",18.7333333333333,-0.00345538914752629,37.22464964,35.05704544,32.57385952,29.6026574,25.89745911,22.34653616,18.76000538,13.7518152,10.66892502,12.53414925,19.50074899,33.75268072,0.503917304,0.470459302,0.456398375,0.457609782,0.474713904,0.651850719,1.083040517,1.664090086,2.299953246,2.485846705,2.21702891,1.239017051
"AKR1","YDR264C","ORF","996029-998323","-","IV",NA,0,0,1,"0018345; 0031901; 0018345; 0018345; 0006612; 0010969; 0016746; 0016021; 0016020; 0016740; 0008270; 0016021; 0005794; 0018345; 0005794; 0005768; 0016020; 0000139; 0019706; 0016021; 0030100; 0016409","4,3,24,29,9,16,10,4,5,3,19,10,13,15,12,5,17,5,10,11,34,19,12,15,41,15,25,23,32,25,10,26,31,18,25,30,19,25,26,28,13,34,29,25,22,21,12,38,15,25,25,29,34,25,24,27,32,35,9,16,19,22,28,15,16,25,18,13,25,23,33,11,9,29,30,24,25,27,7,3,20,9,9,17,6,20,18,17,8,14,11,7,10,2,6",18.6210526315789,-0.00195255623677927,61.89980518,62.53083055,63.32964766,64.19657409,65.69902698,65.84789906,65.58415715,65.78792463,63.40305562,61.24007141,58.88410556,57.05093403,37.43930215,37.51281349,37.09894062,36.05556291,33.06913147,30.96458824,29.46758098,28.27022276,27.67715347,25.51326389,24.22389114,25.02458239
"HSP30","YCR021C","ORF","156109-157107","-","III",NA,NA,NA,NA,"0016021; 0016020; 0005216; 0016020; 0016020; 0005886; 0003674; 0006974; 0005783; 0006811; 0034605; 0032780; 0005886; 0016021; 0005886; 0070301; 0071470; 0071361","9,19,16,15,34",18.6,0.00558917900429877,548.6512334,567.6274364,592.6842427,620.3479831,663.4848754,680.1366216,688.1361104,684.5025194,686.8974576,680.3042785,657.3552073,605.9970812,8.111709105,10.71095001,14.3861943,19.87025157,28.2424122,37.08667673,38.30590828,36.18772324,30.1253913,29.91549281,35.11427491,49.82525526
"GLY1","YEL046C","ORF","67629-68792","-","V","glycine biosynthesis from threonine",NA,NA,NA,"0004793; 0006567; 0006545; 0005829; 0006545; 0016829; 0008732; 0003824; 0016829; 0006520","26,34,12,7,14",18.6,0.00118077964419146,207.8968509,208.5315729,208.6184247,209.7448337,207.5387819,216.999021,226.6498827,230.620015,241.2570839,246.0083841,244.9358886,234.5647508,152.7909557,152.9777799,153.1421874,153.5114223,154.6966419,153.6588827,149.8578936,144.4065936,138.6824375,138.2113103,144.9541454,163.340503
"HUL5","YGL141W","ORF","238353-241085","+","VII",NA,NA,NA,NA,"0005737; 0005634; 0042787; 0004842; 0005737; 0034450; 0016740; 0000502; 0000209; 0030433; 0010994","29,24,20,11,9",18.6,0.00775336630388338,12.11219366,12.27085734,12.57222143,13.05325626,13.98936681,14.78501207,15.5707199,16.72169486,16.07792624,15.33677395,14.23064052,13.07204968,0.258549335,0.239855988,0.233553602,0.23078273,0.21097979,0.422006427,0.645086835,0.894182027,1.03145518,1.072229339,1.09438801,1.135428016
"MSC7","YHR039C","ORF","184875-186809","-","VIII",NA,NA,NA,NA,"0016620; 0007131; 0055114; 0003674; 0004029; 0016021; 0055114; 0005783; 0016491; 0005783; 0008152; 0016491; 0005783","17,16,23,18,19",18.6,0.0127084315361124,59.88453223,60.28438594,60.83569594,61.58507695,62.80227602,63.64803135,64.71671666,66.48739686,70.09554483,70.87238818,68.96558068,62.03384364,27.25999846,27.46178531,27.97344802,28.87145892,30.35276152,33.52374285,33.82350621,33.21156834,30.6635802,31.46017665,35.16110655,43.69871615
"ADO1","YJR105W","ORF","623581-624603","+","X","salvage pathways of adenine, hypoxanthine and their nucleosides; salvage pathways of purines and their nucleosides",NA,NA,NA,"0004001; 0016740; 0006144; 0004001; 0006166; 0005737; 0005634; 0016773; 0000166; 0016301; 0006166; 0005524; 0004001; 0044209; 0016310; 0004001","3,24,22,29,15",18.6,-0.00701424784902253,517.2320775,522.5475967,528.009694,533.8180919,540.0543803,545.6143394,545.1901292,528.698236,527.229022,525.8608123,524.4965113,523.3151262,1489.396884,1384.457467,1269.68877,1137.687906,1023.441828,881.5351842,679.7583341,473.4517178,357.4231133,292.8583418,262.1213782,257.8982733
"ARC18","YLR370C","ORF","861718-862254","-","XII",NA,NA,NA,NA,"0005885; 0005739; 0005856; 0005856; 0005885; 0034314; 0003779; 0000001; 0005737; 0030833; 0005856; 0007015; 0003674; 0051654","13,7,39,15",18.5,0.00534013547318901,164.3097139,162.7831172,162.1837013,161.6799551,164.780052,161.5925028,159.2236113,161.0903077,158.1564228,157.9277475,159.7097046,164.1234492,149.9352038,144.8219435,137.7034134,126.6784624,110.7855848,95.47833835,77.25301891,67.37034939,85.61845236,94.00089177,91.75326319,66.71207387
"VPS28","YPL065W","ORF","427927-428655","+","XVI",NA,NA,NA,NA,"0006623; 0005737; 0006612; 0006612; 1904669; 0043162; 0000813; 0000813; 0000813; 0005768; 0031902; 0015031; 0005768; 0005768; 0043328; 0032403; 0032403; 0005829; 0006810; 0016020; 0005737; 0006623","24,18,13,25,12",18.4,0.00385993543604782,23.21089699,23.50634943,23.93786384,24.2013908,25.24888152,23.86685415,21.9567318,19.5256842,18.31347512,17.40599897,16.8954452,16.64519161,1.935758272,1.913568731,1.824157569,1.588487233,1.06605118,0.862901648,1.030136589,1.397506078,1.873194291,1.882300586,1.547292475,0.6865358
"EMP70","YLR083C","ORF","294091-296094","-","XII",NA,NA,NA,NA,"0000329; 0005768; 0003674; 0010008; 0016021; 0005774; 0006811; 0016021; 0005773; 0006878; 0016020; 0016197; 0001403; 0007124; 0007034; 0006810; 0005768; 0016021; 0006878","18,21,23,17,18,10,10,17,12,20,20,19,21,16,13,22,24,24,15,22,17,27,11,11,30",18.32,0.00597190252892488,89.51677378,89.84859514,89.77460451,89.3484665,87.77941905,86.57996735,85.17986128,82.36263699,87.94363749,88.38355463,84.7155688,72.30215096,17.74746095,16.1820072,14.13903534,11.15239911,6.474489805,3.729541483,3.361693101,4.252280201,5.548269102,6.375081368,8.20214623,11.52033385
"PAT1","YCR077C","ORF","250238-252628","-","III",NA,NA,NA,NA,"0006397; 0022627; 0010494; 0045947; 0003682; 0005515; 0005737; 0000932; 0007049; 0005634; 0005634; 0061641; 0000776; 0005737; 0005634; 0033962; 0033962; 0045947; 0001731; 0003723; 0005737; 0005737; 0007059; 0003723; 0051301; 0006417; 0000932; 0000932; 1990726; 0000290; 0000290; 0003729; 0006446; 0006446; 0003729","15,16,37,10,13",18.2,-2.81393206519739e-05,65.88800913,65.09289249,64.24896792,63.40610283,62.62362487,61.71399407,61.16787513,61.93608563,62.47813656,61.90406577,60.1923264,56.31675003,51.92677302,52.28340327,52.42153332,52.28932155,51.39594329,49.92880626,47.94185718,44.86091961,39.43713278,33.88273817,28.97147859,25.7239508
"ADK1","YDR226W","ORF","916486-917154","+","IV","de novo biosynthesis of purine nucleotides",0,0,1,"0004017; 0005737; 0004017; 0005739; 0016301; 0005758; 0005829; 0016310; 0016740; 0006270; 0004017; 0004017; 0004017; 0005737; 0006172; 0046034; 0046033; 0005524; 0019205; 0016776; 0005737; 0005758; 0005758; 0005739; 0000166; 0005524; 0006172; 0004017; 0004017; 0006139; 0006172; 0005739; 0009117","24,9,18,17,23",18.2,0.00319550824263842,1080.695735,1080.512747,1079.584623,1077.762133,1073.823348,1069.12039,1062.858552,1052.917429,1053.088792,1059.711084,1074.219549,1099.25539,1583.094464,1503.789141,1408.229385,1283.782206,1126.311773,978.1965658,860.4912161,796.4241999,861.2349609,918.9608527,962.4737862,948.4659489
"YGR012W","YGR012W","ORF","513159-514340","+","VII",NA,NA,NA,NA,NA,"7,9,15,12,15,12,11,13,3,5,14,14,2,14,15,14,12,15,14,15,8,12,16,13,12,7,14,11,10,15,13,4,14,7,12,13,15,12,9,16,27,28,32,23,25,32,17,31,26,28,26,29,25,41,42,29,27,29,30,19,37,36,21,27,32",18.2,-0.00808067419122541,26.3618524,26.03336041,25.53027372,24.86404628,23.81550534,22.9078802,21.91844499,20.62291732,20.08121868,19.9262121,20.40864186,21.82552577,29.92683424,29.93858327,30.37028833,31.33605319,33.30168447,36.13004685,41.57877513,46.24025446,44.31497771,41.62100856,38.1958204,34.78986888
"LAA1","YJL207C","ORF","41389-47433","-","X",NA,NA,NA,NA,"0003674; 0030136; 0005840; 0030121; 0008104; 0006810; 0042147; 0015031; 0005794; 0005794; 0042147","20,17,17,19,18",18.2,-0.00486269868365828,9.138873055,8.958822532,8.72519107,8.498001336,8.050622303,8.124762292,8.262241506,8.444166959,8.113066237,7.807315831,7.441652826,7.131945329,1.876455284,1.886662615,1.904713315,1.936646114,1.999126092,2.034522999,2.129277381,2.212662403,2.19954036,2.331670833,2.689361035,3.414882038
"NAM7","YMR080C","ORF","426712-429627","-","XIII",NA,NA,NA,NA,"0006449; 0005844; 0000184; 0030466; 0004004; 0016887; 0000184; 0016887; 0006452; 0005739; 0043024; 0016787; 0000166; 0000184; 0046872; 0004386; 0006310; 0003677; 0005524; 0005737; 0000184; 0004386; 0005737; 0008270; 0005524; 0005737; 0005737; 0000956; 0070478; 0008298; 0016567; 0016567; 0016567; 0070478; 0070478; 0003729; 0005634; 0005634; 0005737","27,16,18,22,8",18.2,-0.00906257714442243,39.7369857,39.14599475,38.41545515,37.72595434,36.4408139,36.67048342,37.42824944,39.11444759,39.58584788,39.73091455,39.4989976,38.83456744,9.590489719,9.653240787,9.933723436,10.51903132,11.75331267,12.99933949,13.65839552,13.870501,12.77343229,13.42215179,14.22198431,15.03058065
"SCS7","YMR272C","ORF","809623-810777","-","XIII","sphingolipid metabolism",NA,NA,NA,"0055114; 0006629; 0080132; 0055114; 0020037; 0016491; 0016021; 0006631; 0005506; 0016491; 0005783; 0016021; 0006633; 0006673; 0080132; 0006673; 0006673; 0080132; 0006673; 0006673; 0006631; 0005783; 0046872; 0016020; 0016021; 0005783; 0016020; 0005789; 0006631; 0006633","17,21,21,15,17",18.2,-0.00141753059372428,117.143103,118.8973103,120.7792986,122.5121104,123.113088,123.947843,129.1272949,148.7891172,154.8720656,150.3349752,135.0203125,103.589172,43.82759926,43.17521741,43.21143136,44.08513396,46.75796031,51.8766667,56.87649184,61.87418225,63.8778566,62.89718465,58.9759583,51.2711455
