Orf,Name,Annotation,GOSlim cellular component,130min,170min,Overnight
YHR049W,FSH1,Putative serine hydrolase; localizes to both the nucleus and cytoplasm; sequence is similar to S. cerevisiae Fsh2p and Fsh3p and the human candidate tumor suppressor OVCA2,"cytoplasm,nucleus",-0.763752113,-1.442854569,0.291057482
YBL008W,HIR1,"Subunit of the HIR complex; HIR is a nucleosome assembly complex involved in regulation of histone gene transcription; contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores","chromosome,nucleus",0.461232826,0.580379659,-0.867843908
YLR287C-A,RPS30A,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30A has a paralog, RPS30B, that arose from the whole genome duplication","cytoplasm,ribosome",-0.232084225,-0.01621156,0.540658998
YDL155W,CLB3,"B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation; relative distr","cytoplasm,nucleus",-0.688669496,-0.85828343,-0.534658262
YKL019W,RAM2,Alpha subunit of farnesyltransferase and geranylgeranyltransferase-I; farnesyltransferase (RAM2-RAM1 heterodimer) catalyzes the addition of 15-carbon isoprenoid farnesyl to substrate proteins containing a CAAX consensus motif; type I geranylgeranyltransfe,cytoplasm,-1.251318759,-1.992645194,
YPR010C,RPA135,RNA polymerase I second largest subunit A135,"nucleolus,nucleus",-0.159104739,-0.244728434,-2.025707362
YMR280C,CAT8,"Zinc cluster transcriptional activator; necessary for derepression of a variety of genes under non-fermentative growth conditions, active after diauxic shift, binds carbon source responsive elements; relative distribution to the nucleus increases upon DNA","cytoplasm,nucleus",-0.252833508,-0.42187989,0.796104378
YKL023W,YKL023W,Putative protein of unknown function; predicted by computational methods to be involved in mRNA degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,cytoplasm,0.738361206,0.076892936,-0.118155309
YGR028W,MSP1,Highly-conserved N-terminally anchored AAA-ATPase; distributed in the mitochondrial outer membrane and peroxisomes; involved in mitochondrial protein sorting; functions as an extraction engine in local organelle surveillance to remove and initiate degrada,"cytoplasm,membrane,mitochondrial envelope,mitochondrion,peroxisome",-0.844188874,-0.64151299,0.162777307
YGR150C,CCM1,Mitochondrial 15S rRNA-binding protein; required for intron removal of COB and COX1 pre-mRNAs; has separable roles in stabilizing mitochondrial 15S rRNA and in maturation of the COB and COX1 mRNAs; contains pentatricopeptide repeat (PPR) motifs; mutant is,"cytoplasm,mitochondrion",0.252003013,0.235191081,1.3648615
YIL041W,GVP36,"BAR domain protein that localizes to early and late Golgi vesicles; required for adaptation to varying nutrient concentrations, fluid-phase endocytosis, polarization of the actin cytoskeleton, and vacuole biogenesis","Golgi apparatus,cytoplasm,endomembrane system,membrane",1.489869048,1.570386508,0.14668654
YMR145C,NDE1,"Mitochondrial external NADH dehydrogenase; type II NAD(P)H:quinone oxidoreductase that catalyzes the oxidation of cytosolic NADH; Nde1p and Nde2p provide cytosolic NADH to the mitochondrial respiratory chain; NDE1 has a paralog, NDE2, that arose from the ","cytoplasm,mitochondrion",-0.788616629,-0.35115025,0.247740076
YHR123W,EPT1,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability; EPT1 has a paralog, CPT1, that arose from the whole genome duplication","Golgi apparatus,cytoplasm,endomembrane system,membrane",-0.213783958,0.170084079,-0.238018205
YGR237C,YGR237C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,cytoplasm,0.253638628,0.69184063,-0.934438126
YOR127W,RGA1,"GTPase-activating protein for polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; RGA1 has a paralog, RGA","cell cortex,cellular bud,cytoplasm,cytoskeleton,site of polarized growth",0.818937599,-0.094003426,0.089019948
YIL036W,CST6,"Basic leucine zipper (bZIP) transcription factor, in ATF/CREB family; mediates transcriptional activation of NCE103 (encoding carbonic anhydrase) in response to low CO2 levels such as in the ambient air; proposed to be a regulator of oleate responsive gen","cytoplasm,nucleus",-0.052916505,0.22134595,-0.421400253
YNL024C,YNL024C,"Putative methyltransferase; has seven beta-strand methyltransferase motif; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; despite similarity to methyltransferases, null mutant does not display alterations in lysine methylation ",cytoplasm,0.620199432,-0.360023787,-0.298179244
YDR007W,TRP1,"Phosphoribosylanthranilate isomerase; catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA)",cytoplasm,-0.167941554,-0.576763527,-0.558713445
YBR109C,CMD1,"Calmodulin; Ca++ binding protein that regulates Ca++ independent processes (mitosis, bud growth, actin organization, endocytosis, etc.) and Ca++ dependent processes (stress-activated pathways), targets include Nuf1p, Myo2p and calcineurin","cellular bud,cytoplasm,cytoskeleton,microtubule organizing center,site of polarized growth",1.4076287,0.997945234,2.149409716
YBR126C,TPS1,Synthase subunit of trehalose-6-P synthase/phosphatase complex; synthesizes the storage carbohydrate trehalose; also found in a monomeric form; expression is induced by the stress response and repressed by the Ras-cAMP pathway; protein abundance increases,cytoplasm,1.464949292,1.690026583,0.740926041
YBR260C,RGD1,GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; possibly involved in control of actin cytoskeleton organization,"cell cortex,cellular bud,cytoplasm,cytoskeleton,membrane,site of polarized growth",0.252594032,0.515054586,1.540799381
YMR134W,ERG29,"Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol, display impaired oxygen consumption, respiratory growth, mitochondrial iron utilization, and are more sensitive to oxidative stress; mutant bm-8 ","cytoplasm,endomembrane system,endoplasmic reticulum,nucleus",0.24237606,-0.258266846,-0.519594487
YOR259C,RPT4,ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear,nucleus,-0.890088593,-0.989333414,-0.360887073
YER022W,SRB4,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for basal RNA polymerase II transcription; homozygosity of the human MED17 L371P mutation is associated with inf,nucleus,-0.390702911,-0.355162503,1.032936383
YLR032W,RAD5,DNA helicase/Ubiquitin ligase; involved in error-free branch of DNA damage tolerance (DDT) pathway; proposed to promote replication fork regression during postreplication repair by template switching; stimulates synthesis of free and PCNA-bound polyubiqui,"chromosome,cytoplasm,nucleus",0.986287577,0.706383296,0.184614718
YOR004W,UTP23,"Component of the small subunit processome; involved in 40S ribosomal subunit biogenesis; interacts with snR30 and is required for dissociation of snR30 from large pre-ribosomal particles; has homology to PINc domain protein Fcf1p, although the PINc domain","cytoplasm,mitochondrion,nucleolus,nucleus",0.006011097,-0.24476859,-0.212103827
YDL132W,CDC53,"Cullin; structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation",other,0.526083006,0.357283361,-0.755162065
YBR110W,ALG1,"Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability, mutation is functionally complemented by human ortholog","cytoplasm,endomembrane system,endoplasmic reticulum,membrane",0.006074247,-0.238305226,-1.400331318
YJR137C,MET5,"Sulfite reductase beta subunit; involved in amino acid biosynthesis, transcription repressed by methionine",cytoplasm,2.062172155,0.675063311,-0.664086277
YMR104C,YPK2,"Protein kinase similar to serine/threonine protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; homolog of mammalian kinase SGK; YPK2 has a paralog, YPK1","cytoplasm,nucleus",-0.406276335,0.190791178,-0.98010721
YHR058C,MED6,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; protein abundance increases in response to DNA replication stress,nucleus,-0.457864512,-0.231887033,-0.046419147
YGR118W,RPS23A,"Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit; required for translational accuracy; homologous to mammalian ribosomal protein S23 and bacterial S12; RPS23A has a paralog, RPS23B, that arose from the whole genome duplication; deletion of","cytoplasm,ribosome",0.755399306,0.382445048,0.093900193
YIL056W,VHR1,"Transcriptional activator; required for the vitamin H-responsive element (VHRE) mediated induction of VHT1 (Vitamin H transporter) and BIO5 (biotin biosynthesis intermediate transporter) in response to low biotin concentrations; VHR1 has a paralog, VHR2, ","cytoplasm,nucleus",-0.682194165,0.045722601,-0.424894237
YNL189W,SRP1,"Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascen","cytoplasm,membrane,nucleus",0.14833848,0.0092134,-0.329776329
YIL016W,SNL1,Ribosome-associated protein; proposed to act in protein synthesis and nuclear pore complex biogenesis and maintenance as well as protein folding; has similarity to the mammalian BAG-1 protein,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane,mitochondrion,nucleus,ribosome",-0.083184935,-0.061490959,-0.04372493
YOL067C,RTG1,"Transcription factor (bHLH) involved in interorganelle communication; contributes to communication between mitochondria, peroxisomes, and nucleus; target of Hog1p; activated in stochastic pulses of nuclear localization","cytoplasm,nucleus",0.328691895,-0.07705018,0.171065396
YMR216C,SKY1,SR protein kinase (SRPK); involved in regulating proteins involved in mRNA metabolism and cation homeostasis; similar to human SRPK1,cytoplasm,-0.092648216,0.076349856,-0.623461487
YBR046C,ZTA1,NADPH-dependent quinone reductase; GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin,"cytoplasm,nucleus",0.625185504,0.740780445,0.810971863
YGR193C,PDX1,E3-binding protein of the mitochondrial pyruvate dehydrogenase complex; plays a structural role in the complex by binding and positioning dihydrolipoamide dehydrogenase (E3) to the dihydrolipoamide acetyltransferase (E2) core,"cytoplasm,mitochondrion",-0.026138644,-0.097703453,0.001393744
YBR105C,VID24,"GID Complex regulatory subunit; binds GID Complex in response to glucose through interactions with complex member Vid28p; regulates fructose-1,6-bisphosphatase (FBPase) targeting to the vacuole; promotes proteasome-dependent catabolite degradation of FBPa","cytoplasm,cytoplasmic membrane-bounded vesicle,membrane",-1.870004633,-0.185961777,0.130507229
YJL201W,ECM25,Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p,cytoplasm,0.014179895,0.033339295,-0.602394153
YKL152C,GPM1,Tetrameric phosphoglycerate mutase; mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis,"cytoplasm,mitochondrial envelope,mitochondrion",1.133792306,0.871107248,-0.063626755
YLR006C,SSK1,Cytoplasmic phosphorelay intermediate osmosensor and regulator; part of a two-component signal transducer that mediates osmosensing via a phosphorelay mechanism; required for mitophagy; dephosphorylated form is degraded by the ubiquitin-proteasome system;,cytoplasm,0.06642269,-0.197311999,-0.415823016
YBR261C,TAE1,AdoMet-dependent proline methyltransferase; catalyzes the dimethylation of ribosomal proteins Rpl12 and Rps25 at N-terminal proline residues; has a role in protein synthesis; fusion protein localizes to the cytoplasm,cytoplasm,-0.772222617,-0.230286429,-0.541218291
YPL150W,YPL150W,Protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study,cellular_component,0.657398123,-0.398692532,1.36529023
YBR281C,DUG2,Component of glutamine amidotransferase (GATase II); forms a complex with Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X bond in an alternative pathway to GSH degradation by gamma-glutamyl transpeptidase (Ecm38p),"cytoplasm,nucleus",-0.219836552,-0.674962461,1.009937555
YHR018C,ARG4,Argininosuccinate lyase; catalyzes the final step in the arginine biosynthesis pathway,cytoplasm,0.772395755,-0.463395008,-1.387210344
YOL042W,NGL1,"Putative endonuclease; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","cytoplasm,mitochondrion",-0.437845613,-0.023195633,-0.031810735
YLL045C,RPL8B,Ribosomal 60S subunit protein L8B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; L8 binds to Domain I of 25S and 5.8 S rRNAs; mutation results in decreased,"cytoplasm,ribosome",-0.274969474,-0.796143903,-0.711732539
YOL012C,HTZ1,Histone variant H2AZ; exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin; Htz1p-containing nucleosomes facilitate RNA Pol II passage by affecting ,"chromosome,nucleus",1.760922528,2.952149769,1.186183953
YOR058C,ASE1,Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc2,"cytoplasm,cytoskeleton,nucleus",-0.165568871,-0.284348799,1.672454546
YMR127C,SAS2,Histone acetyltransferase (HAT) catalytic subunit of the SAS complex; acetylates free histones and nucleosomes and regulates transcriptional silencing; member of the MYSTacetyltransferase family; other members are Sas4p and Sas5p,"chromosome,nucleus",0.037078825,,1.924913604
YML008C,ERG6,"Delta(24)-sterol C-methyltransferase; converts zymosterol to fecosterol in the ergosterol biosynthetic pathway by methylating position C-24; localized to lipid particles, the plasma membrane-associated endoplasmic reticulum, and the mitochondrial outer me","cytoplasm,endomembrane system,endoplasmic reticulum,membrane,mitochondrial envelope,mitochondrion",-1.599006238,-0.739310968,0.11505593
YDR500C,RPL37B,"Ribosomal 60S subunit protein L37B; protein abundance increases in response to DNA replication stress; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37B has a paralog, RPL37A, that arose from the whole genome duplication","cytoplasm,ribosome",-0.439566737,-0.350026665,0.131966609
YJL222W,VTH2,Putative membrane glycoprotein; has strong similarity to Vth1p and Pep1p/Vps10p; may be involved in vacuolar protein sorting,membrane,-0.340220138,-0.107132453,0.73787819
YLL061W,MMP1,High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p,"membrane,plasma membrane",-0.675156741,0.013452327,-0.475346124
YNR013C,PHO91,"Low-affinity vacuolar phosphate transporter; exports phosphate from the vacuolar lumen to the cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of the PHO pathway; deletion of pho84, pho87, pho89, pho90, and ","cytoplasm,membrane,vacuole",,-0.95560674,-0.068461673
YML069W,POB3,"Subunit of the heterodimeric FACT complex (Spt16p-Pob3p); FACT associates with chromatin via interaction with Nhp6Ap and Nhp6Bp, and reorganizes nucleosomes to facilitate access to DNA by RNA and DNA polymerases; protein abundance increases in response to","chromosome,nucleus",0.781541012,0.742671492,-0.629443423
YDR499W,LCD1,Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p; putative homolog of S. pombe Rad26 and human ATRIP; forms nuclear foci upon DNA replication stress,"chromosome,nucleus",-0.146436902,0.641544727,-0.412294805
YDR183W,PLP1,"Protein that interacts with CCT (chaperonin containing TCP-1) complex; has a role in actin and tubulin folding; has weak similarity to phosducins, which are G-protein regulators",cellular_component,0.21213104,-0.1828886,-0.461351188
YGR149W,YGR149W,Putative protein of unknown function; predicted to be an integal membrane protein,membrane,0.474150011,0.696487153,-0.150728979
YJL065C,DLS1,"Subunit of ISW2/yCHRAC chromatin accessibility complex; ISW2/yCHRAC also includes Itc1p, Isw2p, and Dpb4p; involved in inheritance of telomeric silencing; DLS1 has a paralog, DPB3, that arose from the whole genome duplication",nucleus,-0.089975765,-0.648363524,0.56966397
YNR045W,PET494,Mitochondrial translational activator specific for the COX3 mRNA; acts together with Pet54p and Pet122p; located in the mitochondrial inner membrane,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",-0.554071362,-0.183824,-0.275416412
YGR257C,MTM1,Mitochondrial protein of the mitochondrial carrier family; high affinity pyridoxal 5&#8242;-phosphate transporter; involved in mitochondrial iron homeostasis and in activating mitochondrial Sod2p by facilitating insertion of an essential manganese cofacto,"cytoplasm,membrane,mitochondrion",-1.033871919,-0.216254334,0.919920608
YLR262C,YPT6,"Rab family GTPase; Ras-like GTP binding protein involved in the secretory pathway, required for fusion of endosome-derived vesicles with the late Golgi, maturation of the vacuolar carboxypeptidase Y; resides temporarily at the Golgi, dissociates into cyto","Golgi apparatus,cytoplasm,endomembrane system",-2.006394291,-3.025448798,
YIL147C,SLN1,"Transmembrane histidine phosphotransfer kinase and osmosensor; regulates MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p, thereby forming a phosphorelay system similar to bacterial two-componen","membrane,plasma membrane",-0.942634223,-0.896383815,-0.272806788
YEL058W,PCM1,"Essential N-acetylglucosamine-phosphate mutase; converts GlcNAc-6-P to GlcNAc-1-P, which is a precursor for the biosynthesis of chitin and for the formation of N-glycosylated mannoproteins and glycosylphosphatidylinositol anchors","cytoplasm,nucleus",-1.604141929,0.21437121,-0.756155911
YEL022W,GEA2,"Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA2 has a paralog, GEA1, that arose from the whole genome duplicati","Golgi apparatus,cytoplasm,endomembrane system,membrane",0.130361092,0.086493167,-0.231115697
YPL030W,TRM44,tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene,cytoplasm,-2.110606873,-0.346465117,-0.083687266
YPL190C,NAB3,"RNA-binding protein, subunit of Nrd1 complex (Nrd1p-Nab3p-Sen1p); complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; required for termination of non-poly(A) transcripts and efficient splicing; Nrd1-Nab3 pa","cytoplasm,nucleus",0.91846131,0.253627988,-1.257222145
YIL007C,NAS2,Proteasome-interacting protein; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); similar to mammalian proteasomal modulator subunit; non-essential gene; interacts with Rpn4p; protein abundance increases in r,"cytoplasm,nucleus",-0.279732921,-0.214490332,-0.354044822
YML095C,RAD10,Single-stranded DNA endonuclease (with Rad1p); cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human ERCC1 protein,nucleus,-0.281295008,-0.686104061,-0.804303722
YLR457C,NBP1,"Spindle pole body (SPB) component; required for the insertion of the duplication plaque into the nuclear membrane during SPB duplication; essential for bipolar spindle formation; component of the Mps2p-Bbp1p complex; NBP1 has a paralog, YPR174C, that aros","cytoplasm,cytoskeleton,endomembrane system,membrane,microtubule organizing center,nucleus",-0.26325351,0.040614993,-0.685336279
YDR371W,CTS2,Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect,cytoplasm,0.516828356,-0.639279303,-1.51692731
YDR476C,YDR476C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDR476C is not an essential gene,"cytoplasm,endomembrane system,endoplasmic reticulum",0.676314811,0.37108228,-0.540494804
YLR143W,DPH6,"Diphthamide synthetase; catalyzes the last amidation step of diphthamide biosynthesis using ammonium and ATP; evolutionarily conserved in eukaryotes; dph6 mutants exhibit diphthine accumulation and resistance to sordarin, which is indicative of defects in",cytoplasm,0.525750233,0.215108705,1.247920128
YPL018W,CTF19,"Outer kinetochore protein, needed for accurate chromosome segregation; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) that functions as a platform for kinetochore assembly; required for the spindle assembly checkpoint; orthol","chromosome,nucleus",-0.504804431,0.036979907,0.993701975
YLR061W,RPL22A,"Ribosomal 60S subunit protein L22A; required for the oxidative stress response in yeast; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22A has a paralog, RPL22B, that arose from the whole genome duplication","cytoplasm,ribosome",,-0.870717738,
YIL145C,PAN6,"Pantothenate synthase; also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic acid auxotrophy, homologous to E. coli panC","cytoplasm,nucleus",-0.735235483,-0.436068853,-0.094882459
YML076C,WAR1,"Homodimeric Zn2Cys6 zinc finger transcription factor; binds to a weak acid response element to induce transcription of PDR12 and FUN34, encoding an acid transporter and a putative ammonia transporter, respectively","cytoplasm,mitochondrion,nucleus",0.889437197,0.593195592,0.809394545
YOR122C,PFY1,"Profilin; binds actin, phosphatidylinositol 4,5-bisphosphate, and polyproline regions; involved in cytoskeleton organization; required for normal timing of actin polymerization in response to thermal stress; protein abundance increases in response to DNA ","cytoplasm,membrane,plasma membrane",0.58605875,1.083199097,-0.111088952
YAL017W,PSK1,"PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog, PSK2, that arose from the who",cytoplasm,-0.535159735,0.244810482,2.637414885
YJL066C,MPM1,Mitochondrial intermembrane space protein of unknown function,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.617370034,-0.011821479,-0.683026674
YDL100C,GET3,"Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of the GET complex, which is involved in ATP dependent Golgi to ER trafficking and insertion of t","cytoplasm,endomembrane system,endoplasmic reticulum",0.501533768,0.191972732,-0.304408754
YPR025C,CCL1,Cyclin associated with protein kinase Kin28p; Kin28p is the TFIIH-associated carboxy-terminal domain (CTD) kinase involved in transcription initiation at RNA polymerase II promoters,"cytoplasm,mitochondrion,nucleus",-0.627320813,-0.680472315,-0.51827587
YPL047W,SGF11,"Integral subunit of SAGA histone acetyltransferase complex; regulates transcription of a subset of SAGA-regulated genes, required for the Ubp8p association with SAGA and for H2B deubiquitylation",nucleus,0.694167829,-0.166213707,0.404374669
YJR154W,YJR154W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,cytoplasm,-0.159596055,-0.366074026,0.758073111
YDL205C,HEM3,"Porphobilinogen deaminase; catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane, the third step in heme biosynthesis; localizes to the cytoplasm and nucleus; expression is regulated by Hap2p-Hap3p, but not by levels of heme","cytoplasm,nucleus",-0.064616868,-0.01720521,0.845455788
YOR089C,VPS21,Endosomal Rab family GTPase; required for endocytic transport and sorting of vacuolar hydrolases; required for endosomal localization of the CORVET complex; required with YPT52 for MVB biogenesis and sorting; involved in autophagy and ionic stress toleran,"cytoplasm,endomembrane system,membrane,mitochondrial envelope,mitochondrion",0.870933487,1.733522331,0.249310372
YBR166C,TYR1,Prephenate dehydrogenase involved in tyrosine biosynthesis; expression is dependent on phenylalanine levels,cytoplasm,0.090530578,-0.404050119,-0.047500196
YNR017W,TIM23,"Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p, contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitocho","cytoplasm,membrane,mitochondrial envelope,mitochondrion",1.160386949,1.347109169,1.189463489
YAL035W,FUN12,Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog o,"cytoplasm,mitochondrion,ribosome",0.391944305,0.286440284,-0.776833616
YIL076W,SEC28,"Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth; protein abundance increases in response to DNA replication stress","Golgi apparatus,cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",-0.117860749,0.483342139,-0.090608651
YPR179C,HDA3,Subunit of the HDA1 histone deacetylase complex; possibly tetrameric trichostatin A-sensitive class II histone deacetylase complex contains Hda1p homodimer and an Hda2p-Hda3p heterodimer; required for the activity of the complex; relocalizes to the cytoso,"chromosome,cytoplasm,nucleus",0.50977424,-0.186831048,2.361713019
YLR208W,SEC13,"Structural component of 3 distinct complexes; subunit of Nup84 nuclear pore sub-complex (NPC), COPII vesicle coat, and Seh1-associated (SEA) complex; COPII vesicle coat is required for ER to Golgi transport; the Nup84 subcomplex contributes to nucleocytop","cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane,nucleus",-0.349947188,0.003707746,0.351762447
YDL236W,PHO13,Alkaline phosphatase specific for p-nitrophenyl phosphate; also has protein phosphatase activity,"cytoplasm,nucleus",-0.217501408,-0.718946122,-0.384997824
YLR206W,ENT2,"Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog, ENT1, that arose from the whole genome duplication","cell cortex,cytoplasm,cytoskeleton,site of polarized growth",0.286736103,0.88763049,-0.428913834
YOR305W,RRG7,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; deletion confers sensitivity to 4-(N-(S-glutathionylacetyl)amino) phenylarsenoxide (GSAO); YOR305W is not an essential gene,"cytoplasm,mitochondrion",-0.174900641,-0.443061515,-0.621747865
YDR510W,SMT3,"Ubiquitin-like protein of the SUMO family; conjugated to lysine residues of target proteins; associates with transcriptionally active genes; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dy","cell cortex,chromosome,cytoplasm,cytoskeleton,nucleus",-0.191495386,-0.396015121,0.009794662
YDL045W-A,MRP10,Mitochondrial ribosomal protein of the small subunit; contains twin cysteine-x9-cysteine motifs; oxidized by Mia40p during import into mitochondria,"cytoplasm,mitochondrion,ribosome",-1.10224917,-1.308153858,0.464392035
YLL039C,UBI4,"Ubiquitin; becomes conjugated to proteins, marking them for selective degradation via the ubiquitin-26S proteasome system; essential for the cellular stress response; encoded as a polyubiquitin precursor comprised of 5 head-to-tail repeats; protein abunda",cytoplasm,0.607979269,1.045701135,-0.238108839
YKL021C,MAK11,Protein involved in an early step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats,membrane,0.366690902,-0.879395389,-0.845516533
YER099C,PRS2,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP; which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; PRS2 has a paralog, PRS4, that ar",cytoplasm,0.152925709,-0.131783926,0.031627084
YOR051C,ETT1,Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough,nucleus,0.625243388,0.801217931,-0.475779641
YBR237W,PRP5,"RNA helicase in the DEAD-box family; necessary for prespliceosome formation, bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA",nucleus,-0.452541561,-0.128028087,1.017974309
YHR015W,MIP6,"Putative RNA-binding protein; interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog, PES4, that arose from the whole genome duplication",cellular_component,-0.421851268,0.255568266,2.722775684
YDL092W,SRP14,"Signal recognition particle (SRP) subunit; interacts with the RNA component of SRP to form the Alu domain, which is the region of SRP responsible for arrest of nascent chain elongation during membrane targeting; homolog of mammalian SRP14",cytoplasm,-0.720914728,-0.493816401,0.005375508
YPR152C,URN1,Putative protein of unknown function containing WW and FF domains; overexpression causes accumulation of cells in G1 phase,nucleus,-0.310689957,-0.092972585,0.385923396
