"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN"
"PTH4","YOL114C","ORF","103317-103925","-","XV"
"SKM1","YOL113W","ORF","104326-106293","+","XV"
"MSB4","YOL112W","ORF","106710-108188","+","XV"
"MDY2","YOL111C","ORF","108258-108896","-","XV"
"SHR5","YOL110W","ORF","109176-109889","+","XV"
"ZEO1","YOL109W","ORF","110297-110638","+","XV"
"SUF1","tG(UCC)O","tRNA_gene","110962-111033","-","XV"
"INO4","YOL108C","ORF","111431-111886","-","XV"
"YOL107W","YOL107W","ORF","112102-113130","+","XV"
"YOL106W","YOL106W","ORF","113226-113579","+","XV"
"YOLCdelta3","YOLCdelta3","long_terminal_repeat","113294-113626","-","XV"
"tT(AGU)O1","tT(AGU)O1","tRNA_gene","113802-113874","+","XV"
"ARS1509","ARS1509","ARS","113885-113983","0","XV"
"WSC3","YOL105C","ORF","114138-115808","-","XV"
"NDJ1","YOL104C","ORF","116396-117454","-","XV"
"YOLWdelta4","YOLWdelta4","long_terminal_repeat","117703-118040","+","XV"
"YOLWTy1-1","YOLWTy1-1","LTR_retrotransposon","117703-123628","+","XV"
"YOL103W-A","YOL103W-A","transposable_element_gene","118000-119322","+","XV"
"YOL103W-B","YOL103W-B","transposable_element_gene","118000-123268","+","XV"
"YOLWdelta5","YOLWdelta5","long_terminal_repeat","123291-123628","+","XV"
"ITR2","YOL103W","ORF","124001-125830","+","XV"
"TPT1","YOL102C","ORF","125997-126689","-","XV"
"IZH4","YOL101C","ORF","126982-127920","-","XV"
"PKH2","YOL100W","ORF","129237-132482","+","XV"
"YOL099C","YOL099C","ORF","132017-132508","-","XV"
"SDD3","YOL098C","ORF","132725-135838","-","XV"
"SNR58","snR58","snoRNA_gene","136088-136183","-","XV"
"YOL097W-A","YOL097W-A","ORF","136220-136405","+","XV"
"WRS1","YOL097C","ORF","136527-137825","-","XV"
"COQ3","YOL096C","ORF","138107-139045","-","XV"
"HMI1","YOL095C","ORF","139227-141347","-","XV"
"RFC4","YOL094C","ORF","141584-142555","-","XV"
"TRM10","YOL093W","ORF","142815-143696","+","XV"
"YPQ1","YOL092W","ORF","144204-145130","+","XV"
"SPO21","YOL091W","ORF","145334-147163","+","XV"
"MSH2","YOL090W","ORF","147382-150276","+","XV"
"HAL9","YOL089C","ORF","150398-153490","-","XV"
"MPD2","YOL088C","ORF","153912-154745","-","XV"
"DUF1","YOL087C","ORF","155287-158637","-","XV"
"MHF1","YOL086W-A","ORF","159173-159445","+","XV"
"ADH1","YOL086C","ORF","159548-160594","-","XV"
"YOL085W-A","YOL085W-A","ORF","161579-161791","+","XV"
"YOL085C","YOL085C","ORF","161673-162014","-","XV"
"PHM7","YOL084W","ORF","162356-165331","+","XV"
"ATG34","YOL083W","ORF","165714-166952","+","XV"
"YOL083C-A","YOL083C-A","ORF","166461-166601","-","XV"
"ARS1510","ARS1510","ARS","166976-167221","0","XV"
"ATG19","YOL082W","ORF","168727-169974","+","XV"
"IRA2","YOL081W","ORF","171070-180309","+","XV"
"REX4","YOL080C","ORF","180558-181427","-","XV"
"YOL079W","YOL079W","ORF","181057-181455","+","XV"
"AVO1","YOL078W","ORF","181682-185212","+","XV"
"ATP19","YOL077W-A","ORF","185438-185644","+","XV"
"BRX1","YOL077C","ORF","185848-186723","-","XV"
"MDM20","YOL076W","ORF","187024-189414","+","XV"
"YOL075C","YOL075C","ORF","189658-193542","-","XV"
"DSC2","YOL073C","ORF","193832-194800","-","XV"
"THP1","YOL072W","ORF","194970-196337","+","XV"
"SDH5","YOL071W","ORF","196507-196995","+","XV"
"NBA1","YOL070C","ORF","197220-198725","-","XV"
"NUF2","YOL069W","ORF","198942-200297","+","XV"
"HST1","YOL068C","ORF","200368-201879","-","XV"
"RTG1","YOL067C","ORF","201985-202518","-","XV"
"RIB2","YOL066C","ORF","202696-204471","-","XV"
"INP54","YOL065C","ORF","204731-205885","-","XV"
"MET22","YOL064C","ORF","206103-207176","-","XV"
"CRT10","YOL063C","ORF","207392-210265","-","XV"
"APM4","YOL062C","ORF","210520-211995","-","XV"
"PRS5","YOL061W","ORF","212244-213734","+","XV"
"MAM3","YOL060C","ORF","214017-216137","-","XV"
"GPD2","YOL059W","ORF","217126-218448","+","XV"
"ARG1","YOL058W","ORF","219211-220473","+","XV"
"YOL057W","YOL057W","ORF","220767-222902","+","XV"
"GPM3","YOL056W","ORF","223268-224179","+","XV"
"THI20","YOL055C","ORF","224420-226075","-","XV"
"tG(GCC)O1","tG(GCC)O1","tRNA_gene","226611-226681","-","XV"
"YOLWsigma1","YOLWsigma1","long_terminal_repeat","226696-227037","+","XV"
"YOLWdelta6","YOLWdelta6","long_terminal_repeat","227096-227293","+","XV"
"YOLCdelta7","YOLCdelta7","long_terminal_repeat","227851-228178","-","XV"
"tN(GUU)O1","tN(GUU)O1","tRNA_gene","228331-228404","+","XV"
"PSH1","YOL054W","ORF","228614-229834","+","XV"
"AIM39","YOL053W","ORF","230085-231272","+","XV"
"DDR2","YOL052C-A","ORF","231570-231755","-","XV"
"SPE2","YOL052C","ORF","232446-233636","-","XV"
"SNR81","snR81","snoRNA_gene","234346-234546","+","XV"
"GAL11","YOL051W","ORF","234940-238185","+","XV"
"YOL050C","YOL050C","ORF","237882-238202","-","XV"
"GSH2","YOL049W","ORF","238619-240094","+","XV"
"RRT8","YOL048C","ORF","240204-241310","-","XV"
"LDS2","YOL047C","ORF","241614-242747","-","XV"
"YOL046C","YOL046C","ORF","243466-244140","-","XV"
"PSK2","YOL045W","ORF","243497-246802","+","XV"
"PEX15","YOL044W","ORF","247150-248301","+","XV"
"NTG2","YOL043C","ORF","248392-249534","-","XV"
"NGL1","YOL042W","ORF","249825-250916","+","XV"
"NOP12","YOL041C","ORF","251267-252646","-","XV"
"RPS15","YOL040C","ORF","253149-253577","-","XV"
"RPP2A","YOL039W","ORF","254297-254617","+","XV"
"YOL038C-A","YOL038C-A","ORF","254926-255021","-","XV"
"PRE6","YOL038W","ORF","255337-256101","+","XV"
"YOL037C","YOL037C","ORF","256666-257019","-","XV"
"YOL036W","YOL036W","ORF","256745-259030","+","XV"
"YOL035C","YOL035C","ORF","258803-259105","-","XV"
"SNR50","snR50","snoRNA_gene","259489-259578","+","XV"
"SMC5","YOL034W","ORF","259923-263204","+","XV"
"MSE1","YOL033W","ORF","263475-265085","+","XV"
"OPI10","YOL032W","ORF","265429-266169","+","XV"
"SIL1","YOL031C","ORF","266264-267529","-","XV"
"GAS5","YOL030W","ORF","268187-269641","+","XV"
"YOL029C","YOL029C","ORF","269815-270420","-","XV"
"YAP7","YOL028C","ORF","270633-271370","-","XV"
"MDM38","YOL027C","ORF","272003-273724","-","XV"
"MIM1","YOL026C","ORF","274012-274353","-","XV"
"tS(GCU)O","tS(GCU)O","tRNA_gene","274673-274773","+","XV"
"LAG2","YOL025W","ORF","274957-276939","+","XV"
"YOL024W","YOL024W","ORF","277086-277604","+","XV"
"ARS1511","ARS1511","ARS","277530-277778","0","XV"
"IFM1","YOL023W","ORF","278056-280086","+","XV"
"TSR4","YOL022C","ORF","280272-281498","-","XV"
"SUF17","tG(GCC)O2","tRNA_gene","282164-282234","+","XV"
"DIS3","YOL021C","ORF","282421-285426","-","XV"
"TAT2","YOL020W","ORF","286172-287950","+","XV"
"SUP3","tY(GUA)O","tRNA_gene","288192-288280","+","XV"
"YOL019W-A","YOL019W-A","ORF","288420-288572","+","XV"
"YOL019W","YOL019W","ORF","288898-290553","+","XV"
"TLG2","YOL018C","ORF","290881-292074","-","XV"
"ESC8","YOL017W","ORF","292529-294673","+","XV"
"CMK2","YOL016C","ORF","294777-296120","-","XV"
"IRC10","YOL015W","ORF","297078-298838","+","XV"
"YOL014W","YOL014W","ORF","299693-300067","+","XV"
"YOLCdelta8","YOLCdelta8","long_terminal_repeat","300683-301021","-","XV"
"YOL013W-B","YOL013W-B","ORF","300690-300980","+","XV"
"YOL013W-A","YOL013W-A","ORF","301047-301238","+","XV"
"tP(UGG)O1","tP(UGG)O1","tRNA_gene","301097-301198","+","XV"
"HRD1","YOL013C","ORF","301380-303035","-","XV"
"HTZ1","YOL012C","ORF","303579-303983","-","XV"
"PLB3","YOL011W","ORF","305349-307409","+","XV"
"RCL1","YOL010W","ORF","307938-309041","+","XV"
"MDM12","YOL009C","ORF","309324-310139","-","XV"
"ARS1512","ARS1512","ARS","309359-309925","0","XV"
"COQ10","YOL008W","ORF","310312-310935","+","XV"
"CSI2","YOL007C","ORF","311342-312367","-","XV"
"TOP1","YOL006C","ORF","313078-315387","-","XV"
"RPB11","YOL005C","ORF","315813-316175","-","XV"
"SIN3","YOL004W","ORF","316938-321548","+","XV"
"PFA4","YOL003C","ORF","321858-322994","-","XV"
"IZH2","YOL002C","ORF","323411-324364","-","XV"
"PHO80","YOL001W","ORF","325249-326130","+","XV"
"CEN15","CEN15","centromere","326584-326702","-","XV"
"RRP6","YOR001W","ORF","326832-329033","+","XV"
"ALG6","YOR002W","ORF","329417-331051","+","XV"
"YSP3","YOR003W","ORF","331455-332891","+","XV"
"UTP23","YOR004W","ORF","333592-334356","+","XV"
"DNL4","YOR005C","ORF","334509-337343","-","XV"
"ARS1513","ARS1513","ARS","337424-337491","0","XV"
"TSR3","YOR006C","ORF","337680-338621","-","XV"
"SGT2","YOR007C","ORF","338938-339978","-","XV"
"tR(ACG)O","tR(ACG)O","tRNA_gene","340299-340371","-","XV"
"YORCdelta9","YORCdelta9","long_terminal_repeat","340598-340898","-","XV"
"SLG1","YOR008C","ORF","341278-342414","-","XV"
"YOR008C-A","YOR008C-A","ORF","342857-343081","-","XV"
"YOR008W-B","YOR008W-B","ORF","343929-344030","+","XV"
"TIR4","YOR009W","ORF","344335-345798","+","XV"
"TIR2","YOR010C","ORF","346195-346950","-","XV"
"AUS1","YOR011W","ORF","349679-353863","+","XV"
"tT(AGU)O2","tT(AGU)O2","tRNA_gene","354041-354113","-","XV"
"YORWsigma2","YORWsigma2","long_terminal_repeat","354128-354466","+","XV"
"YORWdelta10","YORWdelta10","long_terminal_repeat","354681-354958","+","XV"
"YOR011W-A","YOR011W-A","ORF","355652-355858","+","XV"
"YOR012W","YOR012W","ORF","356543-356956","+","XV"
"IRC11","YOR013W","ORF","356751-357221","+","XV"
"RTS1","YOR014W","ORF","357674-359947","+","XV"
"YOR015W","YOR015W","ORF","359993-360352","+","XV"
"ERP4","YOR016C","ORF","360461-361084","-","XV"
"PET127","YOR017W","ORF","361412-363814","+","XV"
"ROD1","YOR018W","ORF","364369-366882","+","XV"
"YOR019W","YOR019W","ORF","368127-370319","+","XV"
"HSP10","YOR020C","ORF","370524-370844","-","XV"
"YOR020W-A","YOR020W-A","ORF","371685-371957","+","XV"
"SFM1","YOR021C","ORF","372798-373439","-","XV"
"YOR022C","YOR022C","ORF","373710-375857","-","XV"
"AHC1","YOR023C","ORF","376012-377712","-","XV"
"YOR024W","YOR024W","ORF","377847-378170","+","XV"
"HST3","YOR025W","ORF","378219-379562","+","XV"
"BUB3","YOR026W","ORF","379781-380806","+","XV"
"STI1","YOR027W","ORF","381053-382822","+","XV"
"CIN5","YOR028C","ORF","383533-384420","-","XV"
"YOR029W","YOR029W","ORF","384600-384935","+","XV"
"DFG16","YOR030W","ORF","386825-388684","+","XV"
"CRS5","YOR031W","blocked_reading_frame","389213-389422","+","XV"
"HMS1","YOR032C","ORF","389771-391075","-","XV"
"YOR032W-A","YOR032W-A","ORF","392176-392376","+","XV"
"EXO1","YOR033C","ORF","392416-394524","-","XV"
"AKR2","YOR034C","ORF","394837-397086","-","XV"
"YOR034C-A","YOR034C-A","ORF","397426-397668","-","XV"
"SHE4","YOR035C","ORF","397735-400104","-","XV"
"PEP12","YOR036W","ORF","400348-401214","+","XV"
"CYC2","YOR037W","ORF","401555-402655","+","XV"
"HIR2","YOR038C","ORF","402761-405388","-","XV"
"CKB2","YOR039W","ORF","405768-406544","+","XV"
"GLO4","YOR040W","ORF","407064-407921","+","XV"
"SNR9","snR9","snoRNA_gene","407948-408134","-","XV"
"YOR041C","YOR041C","ORF","408358-408789","-","XV"
"CUE5","YOR042W","ORF","408425-409660","+","XV"
"SNR62","snR62","snoRNA_gene","409765-409864","-","XV"
"WHI2","YOR043W","ORF","410870-412330","+","XV"
"IRC23","YOR044W","ORF","413007-413480","+","XV"
"TOM6","YOR045W","ORF","413852-414037","+","XV"
"DBP5","YOR046C","ORF","414459-415907","-","XV"
"STD1","YOR047C","ORF","416347-417681","-","XV"
"RAT1","YOR048C","ORF","418630-421650","-","XV"
"RSB1","YOR049C","ORF","422668-423732","-","XV"
"YOR050C","YOR050C","ORF","424270-424617","-","XV"
"ETT1","YOR051C","ORF","424846-426084","-","XV"
"TMC1","YOR052C","ORF","426772-427224","-","XV"
"YOR053W","YOR053W","ORF","427817-428158","+","XV"
"VHS3","YOR054C","ORF","427833-429857","-","XV"
"YOR055W","YOR055W","ORF","429478-429912","+","XV"
"NOB1","YOR056C","ORF","430247-431626","-","XV"
"SGT1","YOR057W","ORF","432186-433373","+","XV"
"ASE1","YOR058C","ORF","433688-436345","-","XV"
"YORCdelta11","YORCdelta11","long_terminal_repeat","438175-438483","-","XV"
"tK(UUU)O","tK(UUU)O","tRNA_gene","438643-438738","+","XV"
"LPL1","YOR059C","ORF","438906-440258","-","XV"
"SLD7","YOR060C","ORF","440390-441163","-","XV"
"CKA2","YOR061W","ORF","441534-442553","+","XV"
"YOR062C","YOR062C","ORF","442725-443531","-","XV"
"RPL3","YOR063W","ORF","444686-445849","+","XV"
"YNG1","YOR064C","ORF","446079-446738","-","XV"
"CYT1","YOR065W","ORF","447439-448368","+","XV"
"MSA1","YOR066W","ORF","449436-451325","+","XV"
"ALG8","YOR067C","ORF","451729-453462","-","XV"
"VPS5","YOR069W","ORF","453768-455795","+","XV"
"VAM10","YOR068C","ORF","453869-454213","-","XV"
"GYP1","YOR070C","ORF","455907-457820","-","XV"
"NRT1","YOR071C","ORF","459480-461276","-","XV"
"YOR072W","YOR072W","ORF","461502-461816","+","XV"
"YOR072W-A","YOR072W-A","ORF","461791-462039","+","XV"
"SUF11","tP(UGG)O2","tRNA_gene","464450-464551","+","XV"
"YOR072W-B","YOR072W-B","ORF","464469-464630","+","XV"
"SGO1","YOR073W","ORF","464771-466543","+","XV"
"CDC21","YOR074C","ORF","466675-467589","-","XV"
"YOR073W-A","YOR073W-A","ORF","467390-467623","+","XV"
"UFE1","YOR075W","ORF","468212-469252","+","XV"
"SKI7","YOR076C","ORF","469377-471620","-","XV"
"RTS2","YOR077W","ORF","471899-472597","+","XV"
"BUD21","YOR078W","ORF","472725-473369","+","XV"
"ATX2","YOR079C","ORF","473475-474416","-","XV"
"DIA2","YOR080W","ORF","474594-476792","+","XV"
"TGL5","YOR081C","ORF","476939-479188","-","XV"
"YOR082C","YOR082C","ORF","479296-479637","-","XV"
"WHI5","YOR083W","ORF","479533-480420","+","XV"
"LPX1","YOR084W","ORF","480587-481750","+","XV"
"OST3","YOR085W","ORF","482033-483085","+","XV"
"TCB1","YOR086C","ORF","483219-486779","-","XV"
"tN(GUU)O2","tN(GUU)O2","tRNA_gene","487439-487512","+","XV"
"YVC1","YOR087W","ORF","487707-489734","+","XV"
"ARS1501","ARS1501","ARS","489683-489942","0","XV"
"VPS21","YOR089C","ORF","490196-490828","-","XV"
"PTC5","YOR090C","ORF","491123-492841","-","XV"
"TMA46","YOR091W","ORF","493433-494470","+","XV"
"ECM3","YOR092W","ORF","495127-496968","+","XV"
"CMR2","YOR093C","ORF","497506-502452","-","XV"
"ARF3","YOR094W","ORF","502795-503346","+","XV"
"RKI1","YOR095C","ORF","503552-504328","-","XV"
"RPS7A","YOR096W","ORF","505794-506767","+","XV"
"YOR097C","YOR097C","ORF","506978-507505","-","XV"
"NUP1","YOR098C","ORF","507948-511178","-","XV"
"KTR1","YOR099W","ORF","511825-513006","+","XV"
"CRC1","YOR100C","ORF","513295-514278","-","XV"
"RAS1","YOR101W","ORF","515244-516173","+","XV"
"YOR102W","YOR102W","ORF","516423-516773","+","XV"
"OST2","YOR103C","ORF","516449-516841","-","XV"
"PIN2","YOR104W","ORF","517642-518490","+","XV"
"YOR105W","YOR105W","ORF","518195-518521","+","XV"
"VAM3","YOR106W","ORF","519121-519972","+","XV"
"RGS2","YOR107W","ORF","521353-522282","+","XV"
"LEU9","YOR108W","ORF","523027-524841","+","XV"
"YOR108C-A","YOR108C-A","ORF","524605-524814","-","XV"
"INP53","YOR109W","ORF","525278-528601","+","XV"
"TFC7","YOR110W","ORF","528941-530248","+","XV"
"YOR111W","YOR111W","ORF","530429-531127","+","XV"
"CEX1","YOR112W","ORF","531508-533793","+","XV"
"AZF1","YOR113W","ORF","534075-536819","+","XV"
"YOR114W","YOR114W","ORF","537570-538454","+","XV"
"TRS33","YOR115C","ORF","538659-539465","-","XV"
"RPO31","YOR116C","ORF","539763-544145","-","XV"
"RPT5","YOR117W","ORF","545029-546333","+","XV"
"RTC5","YOR118W","ORF","546857-548560","+","XV"
"RIO1","YOR119C","ORF","548792-550246","-","XV"
"GCY1","YOR120W","ORF","551114-552052","+","XV"
"YOR121C","YOR121C","ORF","551798-552103","-","XV"
"PFY1","YOR122C","ORF","552298-552887","-","XV"
"LEO1","YOR123C","ORF","553176-554570","-","XV"
"UBP2","YOR124C","ORF","554824-558642","-","XV"
"CAT5","YOR125C","ORF","559030-559731","-","XV"
"IAH1","YOR126C","ORF","559961-560677","-","XV"
"RGA1","YOR127W","ORF","561170-564193","+","XV"
"ADE2","YOR128C","ORF","564476-566191","-","XV"
"ARS1516","ARS1516","ARS","566410-566643","0","XV"
"AFI1","YOR129C","ORF","566877-569558","-","XV"
"ORT1","YOR130C","ORF","569929-570807","-","XV"
"tD(GUC)O","tD(GUC)O","tRNA_gene","571958-572029","+","XV"
"YOR131C","YOR131C","ORF","572182-572838","-","XV"
"VPS17","YOR132W","ORF","573175-574830","+","XV"
"EFT1","YOR133W","ORF","575098-577626","+","XV"
"BAG7","YOR134W","ORF","578564-579793","+","XV"
"IRC14","YOR135C","ORF","580159-580500","-","XV"
"IDH2","YOR136W","ORF","580250-581359","+","XV"
"SIA1","YOR137C","ORF","581813-583681","-","XV"
"RUP1","YOR138C","ORF","584309-586324","-","XV"
"YOR139C","YOR139C","ORF","586950-587342","-","XV"
"SFL1","YOR140W","ORF","586981-589281","+","XV"
"ARP8","YOR141C","ORF","589942-592587","-","XV"
"LSC1","YOR142W","ORF","593057-594046","+","XV"
"SUF5","tG(CCC)O","tRNA_gene","594354-594425","-","XV"
"YORWdelta12","YORWdelta12","long_terminal_repeat","594512-594819","+","XV"
"YORWdelta13","YORWdelta13","long_terminal_repeat","594820-595151","+","XV"
"YORWTy1-2","YORWTy1-2","LTR_retrotransposon","594820-600733","+","XV"
"YOR142W-A","YOR142W-A","transposable_element_gene","595112-596434","+","XV"
"YOR142W-B","YOR142W-B","transposable_element_gene","595112-600380","+","XV"
"YORWdelta14","YORWdelta14","long_terminal_repeat","600402-600733","+","XV"
"ARS1502","ARS1502","ARS","600886-600960","0","XV"
"THI80","YOR143C","ORF","601383-602342","-","XV"
"ELG1","YOR144C","ORF","602717-605092","-","XV"
"PNO1","YOR145C","ORF","605347-606171","-","XV"
"YOR146W","YOR146W","ORF","605873-606178","+","XV"
"MDM32","YOR147W","ORF","606607-608475","+","XV"
"SPP2","YOR148C","ORF","608640-609197","-","XV"
"SMP3","YOR149C","ORF","609838-611388","-","XV"
"MRPL23","YOR150W","ORF","611999-612490","+","XV"
"RPB2","YOR151C","ORF","612997-616671","-","XV"
"ARS1518","ARS1518","ARS","616670-617517","0","XV"
"ATG40","YOR152C","ORF","617518-618288","-","XV"
"PDR5","YOR153W","ORF","619840-624375","+","XV"
"SLP1","YOR154W","ORF","624729-626492","+","XV"
"ISN1","YOR155C","ORF","626628-627980","-","XV"
"NFI1","YOR156C","ORF","628360-630540","-","XV"
"PUP1","YOR157C","ORF","630966-631751","-","XV"
"PET123","YOR158W","ORF","632164-633120","+","XV"
"SME1","YOR159C","ORF","633282-633566","-","XV"
"MTR10","YOR160W","ORF","633839-636757","+","XV"
"PNS1","YOR161C","ORF","636939-638558","-","XV"
"YOR161W-A","YOR161W-A","ORF","637574-637654","+","XV"
"YOR161W-B","YOR161W-B","ORF","637975-638235","+","XV"
"YOR161C-C","YOR161C-C","ORF","639121-639267","-","XV"
"YRR1","YOR162C","ORF","639560-641992","-","XV"
"DDP1","YOR163W","ORF","642741-643307","+","XV"
"GET4","YOR164C","ORF","643394-644332","-","XV"
"SEY1","YOR165W","ORF","644566-646896","+","XV"
"SWT1","YOR166C","ORF","647126-648502","-","XV"
"RPS28A","YOR167C","ORF","648804-649007","-","XV"
"GLN4","YOR168W","ORF","649303-651732","+","XV"
"YOR169C","YOR169C","ORF","651376-651840","-","XV"
"YOR170W","YOR170W","ORF","651858-652163","+","XV"
"LCB4","YOR171C","ORF","652010-653884","-","XV"
"YRM1","YOR172W","ORF","654210-656570","+","XV"
"ARS1519","ARS1519","ARS","656701-656772","0","XV"
"DCS2","YOR173W","ORF","657264-658325","+","XV"
"MED4","YOR174W","ORF","658747-659601","+","XV"
"ALE1","YOR175C","ORF","659815-661674","-","XV"
"HEM15","YOR176W","ORF","662401-663582","+","XV"
"tV(AAC)O","tV(AAC)O","tRNA_gene","663812-663885","-","XV"
"YORCdelta15","YORCdelta15","long_terminal_repeat","664003-664324","-","XV"
"YORWdelta16","YORWdelta16","long_terminal_repeat","664325-664469","+","XV"
"YORWdelta17","YORWdelta17","long_terminal_repeat","664813-665145","+","XV"
"MPC54","YOR177C","ORF","665785-667179","-","XV"
"GAC1","YOR178C","ORF","667860-670241","-","XV"
"SYC1","YOR179C","ORF","671845-672411","-","XV"
"DCI1","YOR180C","ORF","674352-675167","-","XV"
"LAS17","YOR181W","ORF","675939-677840","+","XV"
"RPS30B","YOR182C","ORF","678191-678793","-","XV"
"FYV12","YOR183W","ORF","678872-679261","+","XV"
"SER1","YOR184W","ORF","679357-680544","+","XV"
"SNR36","snR36","snoRNA_gene","680685-680866","-","XV"
"GSP2","YOR185C","ORF","681444-682106","-","XV"
"YOR186W","YOR186W","ORF","683111-683545","+","XV"
"YOR186C-A","YOR186C-A","ORF","683329-683538","-","XV"
"TUF1","YOR187W","ORF","684030-685343","+","XV"
"MSB1","YOR188W","ORF","685767-689180","+","XV"
"IES4","YOR189W","ORF","689624-689974","+","XV"
"SPR1","YOR190W","ORF","690695-692032","+","XV"
"ULS1","YOR191W","ORF","692475-697334","+","XV"
"THI72","YOR192C","ORF","698768-700567","-","XV"
"YORCdelta18","YORCdelta18","long_terminal_repeat","703429-703582","-","XV"
"YORWdelta19","YORWdelta19","long_terminal_repeat","703612-703762","+","XV"
"YORWtau2","YORWtau2","long_terminal_repeat","703772-704062","+","XV"
"YOR192C-C","YOR192C-C","ORF","703988-704224","-","XV"
"YORCdelta20","YORCdelta20","long_terminal_repeat","704063-704395","-","XV"
"YORCTy2-1","YORCTy2-1","LTR_retrotransposon","704063-710023","-","XV"
"YOR192C-B","YOR192C-B","transposable_element_gene","704419-709732","-","XV"
"YOR192C-A","YOR192C-A","transposable_element_gene","708416-709732","-","XV"
"YORCdelta21","YORCdelta21","long_terminal_repeat","709691-710023","-","XV"
"YORWtau3","YORWtau3","long_terminal_repeat","710024-710107","+","XV"
"IMT1","tM(CAU)O1","tRNA_gene","710201-710272","+","XV"
"PEX27","YOR193W","ORF","710446-711576","+","XV"
"TOA1","YOR194C","ORF","711683-712543","-","XV"
"SLK19","YOR195W","ORF","712866-715331","+","XV"
"LIP5","YOR196C","ORF","715593-716837","-","XV"
"MCA1","YOR197W","ORF","717086-718384","+","XV"
"BFR1","YOR198C","ORF","718653-720065","-","XV"
"YOR199W","YOR199W","ORF","720181-720510","+","XV"
"YOR200W","YOR200W","ORF","720417-720815","+","XV"
"MRM1","YOR201C","ORF","720470-721708","-","XV"
"HIS3","YOR202W","ORF","721946-722608","+","XV"
"YOR203W","YOR203W","ORF","722565-722918","+","XV"
"DED1","YOR204W","ORF","722911-724725","+","XV"
"GEP3","YOR205C","ORF","725564-727234","-","XV"
"NOC2","YOR206W","ORF","727512-729644","+","XV"
"ARS1521","ARS1521","ARS","729740-729969","0","XV"
"RET1","YOR207C","ORF","730008-733457","-","XV"
"PTP2","YOR208W","ORF","733925-736177","+","XV"
"NPT1","YOR209C","ORF","736437-737726","-","XV"
"RPB10","YOR210W","ORF","738320-738532","+","XV"
"MGM1","YOR211C","ORF","738924-741569","-","XV"
"STE4","YOR212W","ORF","742910-744181","+","XV"
"SAS5","YOR213C","ORF","744535-745281","-","XV"
"SPR2","YOR214C","ORF","745593-746303","-","XV"
"AIM41","YOR215C","ORF","746725-747282","-","XV"
"RUD3","YOR216C","ORF","747525-748979","-","XV"
"RFC1","YOR217W","ORF","749301-751886","+","XV"
"YOR218C","YOR218C","ORF","751476-751895","-","XV"
"STE13","YOR219C","ORF","752214-755009","-","XV"
"RCN2","YOR220W","ORF","755328-756125","+","XV"
"MCT1","YOR221C","ORF","756476-757558","-","XV"
"ODC2","YOR222W","ORF","758330-759253","+","XV"
"SNR35","snR35","snoRNA_gene","759326-759529","-","XV"
"DSC3","YOR223W","ORF","759782-760660","+","XV"
"RPB8","YOR224C","ORF","760825-761265","-","XV"
"YOR225W","YOR225W","ORF","761392-761721","+","XV"
"ISU2","YOR226C","ORF","761614-762084","-","XV"
"HER1","YOR227W","ORF","762825-766565","+","XV"
"ARS1523","ARS1523","ARS","766605-766788","0","XV"
"MCP1","YOR228C","ORF","766869-767777","-","XV"
"ETC7","ETC7","matrix_attachment_site","768106-768128","+","XV"
"WTM2","YOR229W","ORF","768409-769812","+","XV"
"WTM1","YOR230W","ORF","770800-772113","+","XV"
"MKK1","YOR231W","ORF","772601-774127","+","XV"
"YOR231C-A","YOR231C-A","ORF","773163-773363","-","XV"
"MGE1","YOR232W","ORF","774573-775259","+","XV"
"KIN4","YOR233W","ORF","775846-778248","+","XV"
"RPL33B","YOR234C","ORF","778555-779405","-","XV"
"IRC13","YOR235W","ORF","779870-780184","+","XV"
"SNR17A","snR17a","snoRNA_gene","780107-780596","+","XV"
"DFR1","YOR236W","ORF","780906-781541","+","XV"
"HES1","YOR237W","ORF","781994-783298","+","XV"
"ARS1524","ARS1524","ARS","783345-783563","0","XV"
"YOR238W","YOR238W","ORF","783677-784588","+","XV"
"ABP140","YOR239W","ORF","784857-786744","+","XV"
"MET7","YOR241W","ORF","786995-788641","+","XV"
"SSP2","YOR242C","ORF","788742-789857","-","XV"
"PUS7","YOR243C","ORF","790211-792241","-","XV"
"ESA1","YOR244W","ORF","792531-793868","+","XV"
"DGA1","YOR245C","ORF","794076-795332","-","XV"
"ENV9","YOR246C","ORF","795801-796793","-","XV"
"SRL1","YOR247W","ORF","797676-798308","+","XV"
"YOR248W","YOR248W","ORF","798013-798315","+","XV"
"APC5","YOR249C","ORF","798674-800731","-","XV"
"CLP1","YOR250C","ORF","800970-802307","-","XV"
"TUM1","YOR251C","ORF","802550-803464","-","XV"
"TMA16","YOR252W","ORF","803667-804203","+","XV"
"NAT5","YOR253W","ORF","804377-804907","+","XV"
"SEC63","YOR254C","ORF","805032-807023","-","XV"
"OSW1","YOR255W","ORF","807271-808107","+","XV"
"TRE2","YOR256C","ORF","808254-810683","-","XV"
"CDC31","YOR257W","ORF","811008-811493","+","XV"
"HNT3","YOR258W","ORF","811671-812324","+","XV"
"RPT4","YOR259C","ORF","812395-813708","-","XV"
"GCD1","YOR260W","ORF","813984-815720","+","XV"
"RPN8","YOR261C","ORF","815915-816931","-","XV"
"GPN2","YOR262W","ORF","817292-818335","+","XV"
"YOR263C","YOR263C","ORF","818757-819164","-","XV"
