Gene ID	Entrez Gene ID	Gene Symbol	Gene Name	Organism	Unigene ID	Ensembl ID	UniProt ID	Alias	Lifespan Effect	Phenotype Description	Longevity Influence	Max Lifespan Change	Avg Lifespan Change	Method	Bibliographic reference
1312	856888	FTR1	Fe TRansporter	Saccharomyces cerevisiae		YER145C			decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1313	854149	HRD1	HMG-coA Reductase Degradation	Saccharomyces cerevisiae		YOL013C		DER3	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1313	854149	HRD1	HMG-coA Reductase Degradation	Saccharomyces cerevisiae		YOL013C		DER3	increase	Deletion of hrd1, a target of the unfolded protein response signaling, increases replicative lifespan. 	anti		18	Deletion	3493: Labunskyy et al. (2014) "Lifespan extension conferred by endoplasmic reticulum secretory pathway deficiency requires induction of the unfolded protein response."  PLoS Genet. 10(1):e1004019 (24391512)
1314	854079	MDM20	Mitochondrial Distribution and Morphology	Saccharomyces cerevisiae		YOL076W		DEC1 NAA25	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1315	853826	NFU1	NifU-like protein	Saccharomyces cerevisiae		YKL040C		NUB1	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1318	855642	PMS1	PostMeiotic Segregation	Saccharomyces cerevisiae		YNL082W			decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1319	854684	POG1	Promoter Of Growth	Saccharomyces cerevisiae		YIL122W			decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1320	855170	RIM11	Regulator of IME2	Saccharomyces cerevisiae		YMR139W		GSK3 MDS1	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1321	853592	RSF2	ReSpiration Factor	Saccharomyces cerevisiae		YJR127C		ZMS1	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1322	854087	RTG1	ReTroGrade regulation	Saccharomyces cerevisiae		YOL067C			decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1323	850768	SIC1	Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase	Saccharomyces cerevisiae		YLR079W		SDB25	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1324	852399	SIF2	Sir4p-Interacting Factor	Saccharomyces cerevisiae		YBR103W		EMB1	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1325	855554	SKO1	Suppressor of Kinase Overexpression	Saccharomyces cerevisiae		YNL167C		ACR1	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1326	856050	SUR1	SUppressor of Rvs161 and rvs167 mutations	Saccharomyces cerevisiae		YPL057C		BCL21 CSG1 LPE15	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1327	850879	SWI6	SWItching deficient	Saccharomyces cerevisiae		YLR182W		PSL8 SDS11	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1328	854351	SYC1	Similar to Ysh1 C-terminal	Saccharomyces cerevisiae		YOR179C			decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1329	852332	TCM62	TriCarboxylic acid cycle Mutant	Saccharomyces cerevisiae		YBR044C			decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1330	853825	VPS24	Vacuolar Protein Sorting	Saccharomyces cerevisiae		YKL041W		DID3 VPL26	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1332	851272	ADE1	ADEnine requiring	Saccharomyces cerevisiae		YAR015W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1333	855501	ADE12	ADEnine requiring	Saccharomyces cerevisiae		YNL220W		BRA9	increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1334	854295	ADE2	ADEnine requiring	Saccharomyces cerevisiae		YOR128C			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1335	855346	ADE4	ADEnine requiring	Saccharomyces cerevisiae		YMR300C			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1336	852617	ADE5,7	ADEnine requiring	Saccharomyces cerevisiae		YGL234W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1336	852617	ADE5,7	ADEnine requiring	Saccharomyces cerevisiae		YGL234W			no change	Deletion of ADE5,7 does not affect chronological lifespan.				Deletion	3506: Garay et al. (2014) "High-resolution profiling of stationary-phase survival reveals yeast longevity factors and their genetic interactions."  PLoS Genet. 10(2):e1004168 (24586198)
1337	852952	ADE6	ADEnine requiring	Saccharomyces cerevisiae		YGR061C			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1338	854973	AMD1	AMP Deaminase	Saccharomyces cerevisiae		YML035C		AMD3	increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1339	854986	APT1	Adenine PhosphoribosylTransferase	Saccharomyces cerevisiae		YML022W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1341	853541	BNA2	Biosynthesis of Nicotinic Acid	Saccharomyces cerevisiae		YJR078W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1342	856152	ERV2	Essential for Respiration and Viability	Saccharomyces cerevisiae		YPR037C			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1343	856783	FCY2	FluoroCYtosine resistance	Saccharomyces cerevisiae		YER056C		BRA7	increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1344	856788	FCY21	FluoroCYtosine resistance	Saccharomyces cerevisiae		YER060W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1345	852803	HNM1	Hyper-resistance to Nitrogen Mustard	Saccharomyces cerevisiae		YGL077C		CTR1	increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1347	854761	PCL7	Pho85 CycLin	Saccharomyces cerevisiae		YIL050W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1348	855807	PDR18	Pleiotropic Drug Resistance	Saccharomyces cerevisiae		YNR070W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1349	854737	SPO22	SPOrulation	Saccharomyces cerevisiae		YIL073C		ZIP4	increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1350	851222	SWC3	SWr Complex	Saccharomyces cerevisiae		YAL011W		SWC1	increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1350	851222	SWC3	SWr Complex	Saccharomyces cerevisiae		YAL011W		SWC1	decrease	Replicative lifespan decreased by 20% in the alpha strain 	fitness		20	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1351	855361	TGL3	TriacylGlycerol Lipase	Saccharomyces cerevisiae		YMR313C			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1352	854470	UAF30	Upstream Activation Factor subunit	Saccharomyces cerevisiae		YOR295W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1353	854235	VPS5	Vacuolar Protein Sorting	Saccharomyces cerevisiae		YOR069W		GRD2 PEP10 VPT5	increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1354	853590	VPS70	Vacuolar Protein Sorting	Saccharomyces cerevisiae		YJR126C			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1355	855475	VPS75	Vacuolar Protein Sorting	Saccharomyces cerevisiae		YNL246W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1356	856051	LCL1	Long Chronological Lifespan	Saccharomyces cerevisiae		YPL056C			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1360	856911	CHD1	Chromatin organization modifier, Helicase, and DNA-binding domains	Saccharomyces cerevisiae		YER164W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1360	856911	CHD1	Chromatin organization modifier, Helicase, and DNA-binding domains	Saccharomyces cerevisiae		YER164W			increase	Deletion of CHD1 in yeast extends replicative lifespan by 14%.	anti		14	Deletion	3477: Dang et al. (2014) "Inactivation of yeast Isw2 chromatin remodeling enzyme mimics longevity effect of calorie restriction via induction of genotoxic stress response."  Cell Metab. 19(6):952-966 (24814484)
1366	850871	IDP2	Isocitrate Dehydrogenase, NADP-specific	Saccharomyces cerevisiae		YLR174W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1366	850871	IDP2	Isocitrate Dehydrogenase, NADP-specific	Saccharomyces cerevisiae		YLR174W			increase	Replicative lifespan increased by 25% in the alpha strain	anti		25	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1366	850871	IDP2	Isocitrate Dehydrogenase, NADP-specific	Saccharomyces cerevisiae		YLR174W			decrease	Replicative lifespan decreased by 10% in the a strain 	fitness		10	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1379	856463	SSF1	Suppressor of ste4 (Four)	Saccharomyces cerevisiae		YHR066W			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1379	856463	SSF1	Suppressor of ste4 (Four)	Saccharomyces cerevisiae		YHR066W			increase	Replicative lifespan increased by 60% in the alpha strain 	anti		60	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1383	853933	TIF1	Translation Initiation Factor	Saccharomyces cerevisiae		YJL138C			decrease	Mean chronological lifespan decreased in the a strain by less than 50% but more than 15%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1383	853933	TIF1	Translation Initiation Factor	Saccharomyces cerevisiae		YJL138C			increase	Replicative lifespan increased by 20% in the alpha strain 	anti		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1383	853933	TIF1	Translation Initiation Factor	Saccharomyces cerevisiae		YJL138C			increase	Replicative lifespan increased by 30% in the alpha strain and 15% in the a strain	anti		30	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1393	855581	AAH1	Adenine AminoHydrolase	Saccharomyces cerevisiae		YNL141W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1394	853820	DCW1	Defective Cell Wall	Saccharomyces cerevisiae		YKL046C			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1395	856175	FCY1	FluoroCYtosine resistance	Saccharomyces cerevisiae		YPR062W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1396	852008	HPT1	Hypoxanthine guanine PhosphoribosylTransferase	Saccharomyces cerevisiae		YDR399W		BRA6	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1397	852547	ISW1	Imitation SWitch subfamily	Saccharomyces cerevisiae		YBR245C		SGN2	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1397	852547	ISW1	Imitation SWitch subfamily	Saccharomyces cerevisiae		YBR245C		SGN2	decrease	Replicative lifespan decreased by 35% in the alpha strain 	fitness		35	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1398	853955	MTD1	Methylene Tetrahydrafolate Dehydrogenase	Saccharomyces cerevisiae		YKR080W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1399	852348	MUM2	MUddled Meiosis	Saccharomyces cerevisiae		YBR057C			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1400	853828	RGT1	Restores Glucose Transport	Saccharomyces cerevisiae		YKL038W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1401	851417	RGT2	Restores Glucose Transport	Saccharomyces cerevisiae		YDL138W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1402	851762	SAS4	Something About Silencing	Saccharomyces cerevisiae		YDR181C			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1403	852824	SDS23	homolog of S. pombe SDS23	Saccharomyces cerevisiae		YGL056C			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1404	852565	SHM1	Serine HydroxyMethyltransferase	Saccharomyces cerevisiae		YBR263W		SHMT1 TMP3	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1404	852565	SHM1	Serine HydroxyMethyltransferase	Saccharomyces cerevisiae		YBR263W		SHMT1 TMP3	decrease	Mean chronological lifespan decreased in the a strain by more than 50%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1405	852032	SIP1	SNF1-Interacting Protein	Saccharomyces cerevisiae		YDR422C			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1405	852032	SIP1	SNF1-Interacting Protein	Saccharomyces cerevisiae		YDR422C			decrease	Replicative lifespan decreased by 80% 	pro		80	Deletion	2357: Ashrafi et al. (2000) "Sip2p and its partner snf1p kinase affect aging in S. cerevisiae."  Genes Dev. 14(15):1872-1885 (10921902)
1406	851333	SNF3	Sucrose NonFermenting	Saccharomyces cerevisiae		YDL194W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1407	854539	SNX3	Sorting NeXin	Saccharomyces cerevisiae		YOR357C		GRD19	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1408	852035	SNX41	Sorting NeXin	Saccharomyces cerevisiae		YDR425W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1409	855871	USV1	Up in StarVation	Saccharomyces cerevisiae		YPL230W		NSF1	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1410	852795	LCL3	Long Chronological Lifespan 3	Saccharomyces cerevisiae		YGL085W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1411	850794	LCL2	Long Chronological Lifespan 2	Saccharomyces cerevisiae		YLR104W			increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1412	855480	ZWF1	ZWischenFerment	Saccharomyces cerevisiae		YNL241C		MET19 POS10	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1428	851644	IPT1	InositolPhosphoTransferase	Saccharomyces cerevisiae		YDR072C		KTI6 SYR4	decrease	Replicative lifespan decreased by 30% in the alpha strain 	fitness		30	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1428	851644	IPT1	InositolPhosphoTransferase	Saccharomyces cerevisiae		YDR072C		KTI6 SYR4	increase	Chronological lifespan increased by 40%	anti		40	Deletion	2519: Aerts et al. (2006) "Level of M(IP)2C sphingolipid affects plant defensin sensitivity, oxidative stress resistance and chronological life-span in yeast."  FEBS Lett. 580(7):1903-1907 (16527275)
1444	856805	RPS24A	Ribosomal Protein of the Small subunit	Saccharomyces cerevisiae		YER074W		RPS24EA	decrease	Replicative lifespan decreased by 30% in the alpha strain 	fitness		30	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1444	856805	RPS24A	Ribosomal Protein of the Small subunit	Saccharomyces cerevisiae		YER074W		RPS24EA	increase	Deletion of RPS24A increases yeast chronological lifespan.	anti			Deletion	3506: Garay et al. (2014) "High-resolution profiling of stationary-phase survival reveals yeast longevity factors and their genetic interactions."  PLoS Genet. 10(2):e1004168 (24586198)
1446	855786	LYS9	LYSine requiring	Saccharomyces cerevisiae		YNR050C		LYS13	increase	Replicative lifespan increased by 20% in the alpha strain 	anti		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1446	855786	LYS9	LYSine requiring	Saccharomyces cerevisiae		YNR050C		LYS13	decrease	Mean chronological lifespan decreased in the a strain by more than 50%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1446	855786	LYS9	LYSine requiring	Saccharomyces cerevisiae		YNR050C		LYS13	increase	Replicative lifespan increased 	anti			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
1470	856018	YDC1	Yeast DihydroCeramidase	Saccharomyces cerevisiae		YPL087W			decrease	Mean chronological lifespan decreased in the a strain by more than 50%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
1470	856018	YDC1	Yeast DihydroCeramidase	Saccharomyces cerevisiae		YPL087W			decrease	Chronological lifespan decreased by 40%	anti		40	Overexpression	2520: Aerts et al. (2008) "Ydc1p ceramidase triggers organelle fragmentation, apoptosis and accelerated ageing in yeast."  Cell. Mol. Life Sci. 65(12):1933-1942 (18500447)
1470	856018	YDC1	Yeast DihydroCeramidase	Saccharomyces cerevisiae		YPL087W			increase	Chronological lifespan increased	anti			Deletion	2520: Aerts et al. (2008) "Ydc1p ceramidase triggers organelle fragmentation, apoptosis and accelerated ageing in yeast."  Cell. Mol. Life Sci. 65(12):1933-1942 (18500447)
1505	856610	RPS4B	Ribosomal Protein of the Small subunit	Saccharomyces cerevisiae		YHR203C			decrease	Replicative lifespan decreased by 25% in the alpha strain 	fitness		25	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1505	856610	RPS4B	Ribosomal Protein of the Small subunit	Saccharomyces cerevisiae		YHR203C			increase	Deletion of RPS4B increases yeast chronological lifespan.	anti			Deletion	3506: Garay et al. (2014) "High-resolution profiling of stationary-phase survival reveals yeast longevity factors and their genetic interactions."  PLoS Genet. 10(2):e1004168 (24586198)
1507	852925	ACB1	Acyl-CoA-Binding	Saccharomyces cerevisiae		YGR037C			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1508	854227	CKA2	Casein Kinase Alpha' subunit	Saccharomyces cerevisiae		YOR061W		YOR29-12	increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1509	850605	DUG1	Deficient in Utilization of Glutathione	Saccharomyces cerevisiae		YFR044C			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1510	850939	FAR10	Factor ARrest	Saccharomyces cerevisiae		YLR238W			increase	Mean replicative lifespan increased in the alpha and a strain 	anti			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
